,OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,geometry,Owner,TaxParcelOwner,UBINumber,Principals,CompanyAddress,BusinessName,Agent
2714,26835,2020,FREEDMAN APARTMENTS,Multifamily LR (1-4),5247801910,515 MAYNARD AVE S,SEATTLE,WA,98104.0,47.59787,-122.32544,DOWNTOWN,2.0,1910,4,1,36000,36000,0,,32.1,32.1,1156655.0,1156655.0,90.0,90.0,Multifamily LR (1-4),Multifamily Housing,28800.0,Restaurant,7200.0,,,338996,0,0,Compliant,No Issue,1156655.0,0.0,6.2,0.2,POINT (-122.32544 47.59787),,CHOW FAMILY CO L L C,,,,,
2715,26837,2020,ALPS HOTEL APARTMENTS,Multifamily MR (5-9),5247801920,621 S KING ST,SEATTLE,WA,98104.0,47.59818,-122.32544,DOWNTOWN,2.0,1910,6,1,47607,35170,12437,100.0,42.2,41.6,1731719.0,1703593.0,103.6,101.7,Multifamily MR (5-9),Multifamily Housing,35000.0,Parking,6000.0,Retail Store,6000.0,398792,0,3429,Compliant,No Issue,1360677.0,342916.0,25.4,0.7,POINT (-122.32544 47.59818),Coho Real Estate Group,ALPS HOTEL LLC,602 294 041,['CHRISTOPHER KOH' 'DAVID KOH'],"621 S KING ST, SEATTLE, WA, 98104-2943, UNITED STATES",ALPS HOTEL LLC,CHRISTOPHER J KOH
2716,26838,2020,PANAMA HOTEL,NonResidential,5247801965,605 S MAIN ST,SEATTLE,WA,98104.0,47.59983,-122.32598,DOWNTOWN,2.0,1910,5,1,40552,40552,0,100.0,27.8,26.1,1127139.0,1058557.0,35.9,34.1,Hotel,Hotel,40552.0,,,,,45529,0,9032,Not Compliant,Account Requires Verification,155345.0,903212.0,48.8,1.2,POINT (-122.32598 47.59983),Jan Johnson,PANAMA INTERNATIONAL CORP,601 004 835,['JAN JOHNSON'],"605 1/2 S MAIN ST, SEATTLE, WA, 98104-2754, UNITED STATES",PANAMA INTERNATIONAL CORPORATION,JANICE JOHNSON
2717,26839,2020,N P HOTEL & MANEKI RESTAURANT,Multifamily MR (5-9),5247801970,304 6TH AVE S,SEATTLE,WA,98104.0,47.59968,-122.326,DOWNTOWN,2.0,1914,6,1,34848,34848,0,,,,,,,,,,,,,,,0,0,0,Not Compliant,Portfolio Manager Account Not Shared,0.0,0.0,0.0,0.0,POINT (-122.326 47.59968),,NP & EASTERN LLLP,,,,,
2718,26841,2020,FAR EAST BUILDING APTS,Multifamily LR (1-4),5247801985,614 S JACKSON ST,SEATTLE,WA,98104.0,47.59938,-122.32532,DOWNTOWN,2.0,1910,3,1,27494,27494,0,,19.6,19.2,539066.0,528059.0,54.9,53.8,Multifamily LR (1-4),Multifamily Housing,20108.0,Office,7386.0,,,154765,0,0,Compliant,No Issue,528058.0,0.0,2.8,0.1,POINT (-122.32532 47.59938),Cai Sunlight Properties LLC,CAI SUNLIGHT PROPERTIES LLC,604 765 156,['AMY ENG' 'JAMIE TRAN' 'ZHEN YONG CAI'],"8411 MAPLE LANE, MERCER ISLAND, WA, 98040, UNITED STATES",CAI SUNLIGHT PROPERTIES LLC,
2719,26842,2020,INTERNATIONAL APTS-53 UNITS,Multifamily LR (1-4),5247801990,315 MAYNARD AVE S,SEATTLE,WA,98104.0,47.59952,-122.3254,DOWNTOWN,2.0,1910,4,1,23200,23200,0,,31.2,30.4,724764.0,705349.0,87.5,85.1,Multifamily LR (1-4),Multifamily Housing,23200.0,,,,,206726,0,0,Compliant,No Issue,705349.0,0.0,3.8,0.2,POINT (-122.3254 47.59952),`,CRE 315 MAYNARD LLC,604 247 595,['CHARLES E SHIGLEY' 'CHRIS GARVIN'],"2930 WESTLAKE AVE N, STE100, SEATTLE, WA, 98109-1968, UNITED STATES",CRE 315 MAYNARD LLC,ACB SERVICES LLC
2720,26843,2020,METROPOLITAN PARK APARTMENTS,Multifamily MR (5-9),5247802005,601 S WASHINGTON ST,SEATTLE,WA,98104.0,47.60071,-122.3257,DOWNTOWN,2.0,1991,5,1,97737,58015,39722,99.0,19.8,19.5,1938560.0,1906571.0,55.5,54.6,Multifamily MR (5-9),Multifamily Housing,97737.0,Parking,35340.0,,,558784,0,0,Compliant,No Issue,1906571.0,0.0,10.1,0.2,POINT (-122.3257 47.60071),,SEA WASHINGTON 2010 LLC,,,,,
2721,26844,2020,INTERNATIONAL TERRACE,Multifamily HR (10+),5247802015,202 6TH AVE S,SEATTLE,WA,98104.0,47.60028,-122.32599,DOWNTOWN,2.0,1973,12,1,76094,76094,0,40.0,54.4,53.2,4108653.0,4017661.0,123.8,120.4,Multifamily HR (10+),Multifamily Housing,75565.0,,,,,817570,0,12281,Compliant,No Issue,2789549.0,1228112.0,80.1,1.1,POINT (-122.32599 47.60028),,UNDEFINED,,,,,
2722,26845,2020,100 on 6th,Multifamily LR (1-4),5247802050,100 6TH AVE S,SEATTLE,WA,98104.0,47.60145,-122.3261,DOWNTOWN,2.0,1903,3,1,27600,27600,0,86.0,44.7,43.4,839740.0,815014.0,125.1,121.4,Multifamily LR (1-4),Multifamily Housing,18799.0,Parking,0.0,,,238867,0,0,Compliant,No Issue,815014.0,0.0,4.3,0.2,POINT (-122.3261 47.60145),,YESSIX LLC,,,,,
2723,26846,2020,WASHINGTON TERRACE APTS,Multifamily MR (5-9),5247802065,609 YESLER WAY,SEATTLE,WA,98104.0,47.60155,-122.32585,DOWNTOWN,2.0,2005,7,1,134974,107312,27662,91.0,34.0,33.4,4593926.0,4503960.0,75.3,73.8,Multifamily MR (5-9),Multifamily Housing,134974.0,,,,,876888,0,15120,Compliant,No Issue,2991943.0,1512017.0,96.2,0.9,POINT (-122.32585 47.60155),Fairfield,FAIRFIELD WASHINGTON TERRACE LP,604 530 063,['FRH WASHINGTON TERRACE LLC' 'FRH WASHINGTON TERRACE LLC'],"5355 MIRA SORRENTO PL, SUITE 100, SAN DIEGO, CA, 92121-3803, UNITED STATES",FAIRFIELD WASHINGTON TERRACE LP,CORPORATION SERVICE COMPANY
2724,26847,2020,NIPPON KAN/KOBE PARK BUILDING,NonResidential,5247802080,633 YESLER WAY,SEATTLE,WA,98104.0,47.60105,-122.32542,DOWNTOWN,2.0,1909,3,1,31432,31432,0,60.0,51.3,50.1,1510578.0,1474861.0,126.3,124.2,Office,Office,29454.0,,,,,353101,0,2701,Compliant,No Issue,1204781.0,270080.0,20.8,0.7,POINT (-122.32542 47.60105),,CASA BALLENA LLC,,,,,
2725,26848,2020,NIHONMACHI TERRACE APTS,Multifamily MR (5-9),5247802245,651 S MAIN ST,SEATTLE,WA,98104.0,47.59987,-122.32468,DOWNTOWN,2.0,2005,5,1,67590,49020,18570,83.0,50.9,49.4,3984954.0,3869978.0,80.2,78.5,Multifamily MR (5-9),Multifamily Housing,75830.0,Office,2500.0,,,348808,0,26798,Compliant,No Issue,1190134.0,2679844.0,148.7,3.0,POINT (-122.32468 47.59987),,MAIN STREET INTERIM LLC,602 355 440,[' INTERIM HOUSING ASSOCIATION' ' NEF ASSIGNMENT CORPORATION'],"409 MAYNARD AVE S, SUITE P2, SEATTLE, WA, 98104, UNITED STATES",MAIN STREET INTERIM LLC,VERONICA WOOD
2726,26849,2020,C & T BLDG,NonResidential,5247802260,650 S JACKSON ST,SEATTLE,WA,98104.0,47.59935,-122.32468,DOWNTOWN,2.0,1917,2,1,24550,24550,0,,26.9,26.2,659861.0,642547.0,53.4,52.6,Retail Store,Retail Store,13500.0,Office,11050.0,,,103344,0,2899,Compliant,No Issue,352611.0,289936.0,17.3,0.7,POINT (-122.32468 47.59935),,CHIN LUND+JERRILYN,,,,,
2727,26850,2020,EVERGREEN HOTEL BUILDING,Multifamily LR (1-4),5247802295,400 MAYNARD AVE S,SEATTLE,WA,98104.0,47.59897,-122.32468,DOWNTOWN,2.0,1916,3,1,24171,24171,0,,31.0,30.7,668808.0,664047.0,63.2,62.6,Multifamily LR (1-4),Multifamily Housing,14400.0,Retail Store,7200.0,,,109741,0,2896,Compliant,No Issue,374438.0,289609.0,17.4,0.7,POINT (-122.32468 47.59897),,GERALD AND ALYCE ARAI FAMILY LP,,,,,
2728,26852,2020,ATLAS BUILDING,Multifamily LR (1-4),5247802315,420 MAYNARD AVE S,SEATTLE,WA,98104.0,47.59858,-122.3247,DOWNTOWN,2.0,1920,4,1,46560,46560,0,,159.5,159.5,5483047.0,5483047.0,247.9,247.9,Multifamily LR (1-4),Multifamily Housing,29380.0,Retail Store,3000.0,Restaurant,2000.0,463078,0,39030,Not Compliant,Account Requires Verification,1580023.0,3903024.0,215.7,4.6,POINT (-122.3247 47.59858),,FRANK W S MAR INVESTMENTS LLC,,,,,
2729,26855,2020,REX APTS & TAI TUNG'S,Multifamily LR (1-4),5247802345,657 S KING ST,SEATTLE,WA,98104.0,47.5982,-122.3247,DOWNTOWN,2.0,1909,4,1,34560,34560,0,88.0,29.9,28.8,1042703.0,1004500.0,69.8,67.8,Multifamily LR (1-4),Multifamily Housing,27920.0,Retail Store,7000.0,,,220101,0,2535,Compliant,No Issue,750985.0,253515.0,17.5,0.5,POINT (-122.3247 47.5982),,GIN HOLDINGS LLC,,,,,
2754,26973,2020,NEW CENTRAL HOTEL CONDOMINIUM,NonResidential,6054550000,657 S WELLER ST,SEATTLE,WA,98104.0,47.59737,-122.32487,DOWNTOWN,2.0,1909,3,1,49299,49299,0,,78.8,77.5,4182412.0,4111311.0,124.8,122.3,Mixed Use Property,Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,363404,0,28714,Compliant,No Issue,1239933.0,2871378.0,159.1,3.2,POINT (-122.32487 47.59737),,UNDEFINED,,,,,
2757,26984,2020,NEWMARK TOWER CONDOMINIUM (MULTIFAMILY PORTION),Multifamily HR (10+),6065010000,1415 2ND AVE,SEATTLE,WA,98101.0,47.6087,-122.33884,DOWNTOWN,7.0,1991,24,1,220018,174428,45590,91.0,31.2,30.5,5434562.0,5322180.0,87.2,85.4,Multifamily HR (10+),Multifamily Housing,174428.0,Parking,45590.0,,,1559842,0,0,Not Compliant,Account Requires Verification,5322181.0,0.0,28.3,0.2,POINT (-122.33884 47.6087),,UNDEFINED,,,,,
2762,26995,2020,MILWAUKEE APARTMENTS,Multifamily MR (5-9),5247802325,664 S KING ST,SEATTLE,WA,98104.0,47.59861,-122.32413,DOWNTOWN,2.0,1911,5,1,81120,81120,0,100.0,25.8,25.4,1552380.0,1526307.0,72.2,71.0,Multifamily MR (5-9),Multifamily Housing,43203.0,Parking,9534.0,Retail Store,9495.0,447335,0,0,Compliant,No Issue,1526307.0,0.0,8.1,0.1,POINT (-122.32413 47.59861),Coho Real Estate Group,MILWAUKEE LLC,602 298 896,['AUDREY KOH' 'BARBARA KOH' 'CHRIS KOH' 'DAVID KOH'],"668 S KING ST, SEATTLE, WA, 98104, UNITED STATES",MILWAUKEE LLC,CHRISTOPHER J KOH
2770,27039,2020,UPTOWN CONDO,Multifamily LR (1-4),8847600000,520 2ND AVE,SEATTLE,WA,98104.0,47.60201,-122.33225,DOWNTOWN,7.0,1992,4,1,35655,35655,0,71.0,41.5,40.6,1240948.0,1214387.0,85.3,83.7,Multifamily LR (1-4),Multifamily Housing,24389.0,Retail Store,5516.0,,,205644,0,5127,Compliant,No Issue,701656.0,512731.0,31.0,0.9,POINT (-122.33225 47.60201),,UNDEFINED,,,,,
2772,27042,2020,UWAJIMAYA VILLAGE,Multifamily MR (5-9),8849050000,512 S WELLER ST,SEATTLE,WA,98104.0,47.59774,-122.3273,DOWNTOWN,2.0,2000,5,1,294707,223150,71557,84.0,64.7,64.4,14424336.0,14364579.0,150.2,150.0,Multifamily MR (5-9),Multifamily Housing,156378.0,Parking,71557.0,Supermarket/Grocery Store,66727.0,3077527,0,38641,Compliant,No Issue,10500522.0,3864058.0,261.1,1.2,POINT (-122.3273 47.59774),,UNDEFINED,,,,,
2785,27100,2020,FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES,Multifamily HR (10+),6094680000,99 UNION ST,SEATTLE,WA,98101.0,47.60742,-122.33919,DOWNTOWN,7.0,2008,20,1,455883,401964,53919,,110.3,109.1,44031084.0,43552720.0,203.9,202.5,Multifamily HR (10+),Hotel,226686.0,Multifamily Housing,169649.0,Parking,53919.0,5500964,15001297,97821,Compliant,No Issue,18769289.0,9782131.0,1864.6,4.6,POINT (-122.33919 47.60742),,UNDEFINED,,,,,
2794,27141,2020,TSUE CHONG FOODS,NonResidential,5391600310,800 S WELLER ST,SEATTLE,WA,98104.0,47.59775,-122.32219,DOWNTOWN,2.0,1992,3,1,33238,33238,0,18.0,46.5,46.5,1544981.0,1544981.0,130.2,130.2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,,,,,452808,0,0,Compliant,No Issue,1544981.0,0.0,8.2,0.2,POINT (-122.32219 47.59775),,KEN LOUIE PROPERTIES L L C,,,,,
2797,27145,2020,MILLENNIUM TOWER COMMERCIAL PORTION ONLY,NonResidential,5530500010,719 2ND AVE,SEATTLE,WA,98104.0,47.60331,-122.33389,DOWNTOWN,7.0,2000,6,1,306027,227978,78049,75.0,49.3,48.6,14198902.0,13995630.0,128.8,127.4,Office,Office,222807.0,Parking,98484.0,Other - Lodging/Residential,59761.0,3679740,0,14404,Compliant,No Issue,12555273.0,1440357.0,143.3,0.6,POINT (-122.33389 47.60331),TIAA CREF,TRPF MILLENNIUM TOWER LLC,604 193 771,['TIAA-CREF REAL PROPERTY FUND REIT LLC'],"730 3RD AVE, MS:730/12/02, NEW YORK, NY, 10017-3206, UNITED STATES",TRPF MILLENNIUM TOWER LLC,CORPORATION SERVICE COMPANY
2800,27160,2020,MONTREUX CONDOMINIUM,Multifamily MR (5-9),5607950000,425 VINE ST,SEATTLE,WA,98121.0,47.61758,-122.34632,DOWNTOWN,7.0,1998,7,1,74162,74162,0,,41.2,40.5,2643228.0,2597832.0,103.3,102.2,Multifamily MR (5-9),Multifamily Housing,62285.0,Parking,4000.0,Restaurant,597.0,640496,0,4125,Compliant,No Issue,2185374.0,412458.0,33.5,0.5,POINT (-122.34632 47.61758),,UNDEFINED,,,,,
2808,27198,2020,ROYAL CREST CONDOMINIUM,Multifamily HR (10+),7457200000,2100 3RD AVE,SEATTLE,WA,98121.0,47.61353,-122.34232,DOWNTOWN,7.0,1973,26,1,187080,187080,0,94.0,30.0,29.2,5587653.0,5453984.0,73.5,71.7,Multifamily HR (10+),Multifamily Housing,181135.0,Retail Store,5410.0,,,1279705,0,10876,Compliant,No Issue,4366353.0,1087631.0,81.0,0.4,POINT (-122.34232 47.61353),,UNDEFINED,,,,,
2816,27216,2020,LOFTS THE CONDOMINIUM,Multifamily MR (5-9),4397500000,208 3RD AVE S,SEATTLE,WA,98104.0,47.60045,-122.32989,DOWNTOWN,7.0,1904,5,1,30189,30189,0,,25.9,25.5,781964.0,769710.0,59.0,58.6,Multifamily MR (5-9),Multifamily Housing,30189.0,Parking,8614.0,,,161038,0,2196,Compliant,No Issue,549461.0,219582.0,14.6,0.5,POINT (-122.32989 47.60045),,UNDEFINED,,,,,
2828,27260,2020,MOSLER LOFTS,Multifamily HR (10+),5677000000,2720 3RD AVE,SEATTLE,WA,98121.0,47.61754,-122.34902,DOWNTOWN,7.0,2007,12,1,175353,175353,0,70.0,39.7,39.5,5719745.0,5691072.0,91.5,90.9,Multifamily HR (10+),Multifamily Housing,138566.0,Parking,6876.0,Other,3212.0,1192750,0,16214,Compliant,No Issue,4069663.0,1621408.0,107.8,0.6,POINT (-122.34902 47.61754),,UNDEFINED,,,,,
2844,27304,2020,PARC-BELLTOWN,Multifamily HR (10+),6633050000,76 CEDAR ST,SEATTLE,WA,98121.0,47.61533,-122.35145,DOWNTOWN,7.0,2007,13,1,187139,187139,0,75.0,37.4,36.3,6991551.0,6800402.0,89.7,87.7,Multifamily HR (10+),Multifamily Housing,187139.0,,,,,1553079,0,15013,Compliant,No Issue,5299106.0,1501296.0,107.9,0.6,POINT (-122.35145 47.61533),,UNDEFINED,,,,,
2903,27594,2020,MERRILL PLACE RESIDENTIAL CONDOMINIUM,Multifamily LR (1-4),5479650000,97 S JACKSON ST,SEATTLE,WA,98104.0,47.59903,-122.33461,DOWNTOWN,2.0,1905,3,1,20583,20583,0,,19.2,18.5,394677.0,381617.0,53.7,51.9,Multifamily LR (1-4),Multifamily Housing,20583.0,,,,,111846,0,0,Compliant,No Issue,381617.0,0.0,2.0,0.1,POINT (-122.33461 47.59903),,UNDEFINED,,,,,
2918,27655,2020,AUDITORIUM APARTMENTS,Multifamily LR (1-4),5457801380,605 5TH AVE,SEATTLE,WA,98104.0,47.60377,-122.32971,DOWNTOWN,7.0,1926,4,1,47276,33694,13582,89.0,28.5,27.8,1345478.0,1316280.0,61.5,59.7,Multifamily LR (1-4),Multifamily Housing,47276.0,,,,,241416,0,4926,Compliant,No Issue,823712.0,492568.0,30.5,0.9,POINT (-122.32971 47.60377),,AUDITORIUM APARTMENTS LLC,,,,,
2923,27673,2020,HOTEL 1000,NonResidential,5017300000,1000 1ST AVE,SEATTLE,WA,98104.0,47.60505,-122.3361,DOWNTOWN,7.0,2006,10,1,392552,370327,22225,89.0,64.7,63.6,12836524.0,12618064.0,123.7,122.6,Hotel,Hotel,198400.0,Parking,52400.0,,,1853842,0,62928,Compliant,No Issue,6325309.0,6292756.0,367.8,1.0,POINT (-122.3361 47.60505),,UNDEFINED,,,,,
2988,27903,2020,PACIFIC RIM CENTER COMMERCIAL,NonResidential,6600770000,900 S JACKSON ST,SEATTLE,WA,98104.0,47.59951,-122.32033,DOWNTOWN,2.0,2000,3,1,54969,54969,0,45.0,63.0,62.7,3460858.0,3448604.0,162.9,162.7,Retail Store,Retail Store,54969.0,,,,,891020,0,4084,Compliant,No Issue,3040161.0,408443.0,37.9,0.7,POINT (-122.32033 47.59951),,UNDEFINED,,,,,
3040,28089,2020,ROSS MANOR,Multifamily HR (10+),7442700000,1420 WESTERN AVE,SEATTLE,WA,98101.0,47.60806,-122.34037,DOWNTOWN,7.0,1984,12,1,70939,70939,0,,39.8,38.3,2820999.0,2718750.0,111.3,107.3,Multifamily HR (10+),Multifamily Housing,67133.0,Retail Store,3806.0,,,796820,0,0,Compliant,No Issue,2718750.0,0.0,14.5,0.2,POINT (-122.34037 47.60806),,UNDEFINED,,,,,
3047,29125,2020,MORRISON HOTEL LLC,Multifamily MR (5-9),0939000040,501 3RD AVE,SEATTLE,WA,98104.0,47.60219,-122.3313,DOWNTOWN,7.0,1908,7,1,159840,139860,19980,19.0,77.3,75.8,10607476.0,10408466.0,184.3,180.2,Multifamily MR (5-9),Multifamily Housing,103869.0,Office,32808.0,Food Sales,604.0,2313842,0,25136,Compliant,No Issue,7894829.0,2513637.0,175.5,1.3,POINT (-122.3313 47.60219),Urban Visions,S-QOZB LLC,604 387 188,"['ALSON, COURTNAGE & BASSETTI LLP' 'URBAN VISIONS MANAGEMENT LLC']","701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",S-QOZB LLC,C T CORPORATION SYSTEM
3049,29170,2020,CHIEF SEATTLE CLUB/MONTEREY LOFTS,NonResidential,1562700010,410 2ND AVE,SEATTLE,WA,98104.0,47.60122,-122.33113,DOWNTOWN,7.0,1900,3,1,22168,22168,0,,80.5,78.5,1784720.0,1740901.0,155.1,153.0,Mixed Use Property,Multifamily Housing,11084.0,Other - Entertainment/Public Assembly,11084.0,,,261898,0,8473,Compliant,No Issue,893598.0,847303.0,49.8,2.2,POINT (-122.33113 47.60122),,CITY OF SEATTLE,,,,,
3055,29550,2020,605 UNION STATION,NonResidential,8809700040,605 5TH AVE S,SEATTLE,WA,98104.0,47.59705,-122.32813,DOWNTOWN,2.0,2000,11,1,268130,268130,0,83.0,38.1,38.1,10227586.0,10227586.0,106.7,106.7,Office,Office,268130.0,,,,,2993495,0,138,Compliant,No Issue,10213805.0,13779.0,55.0,0.2,POINT (-122.32813 47.59705),,GATEWAY KING LLC,,,,,
3056,29551,2020,625 UNION STATION,NonResidential,8809700040,625 5TH AVE S,SEATTLE,WA,98104.0,47.59706,-122.32813,DOWNTOWN,2.0,2000,11,1,68452,68452,0,74.0,40.6,39.7,2780127.0,2717762.0,113.7,111.2,Office,Office,61665.0,Bank Branch,6787.0,,,796530,0,0,Compliant,No Issue,2717762.0,0.0,14.5,0.2,POINT (-122.32813 47.59706),,GATEWAY KING LLC,,,,,
3057,29552,2020,705 UNION STATION,NonResidential,8809700040,705 5TH AVE S,SEATTLE,WA,98104.0,47.59634,-122.32807,DOWNTOWN,2.0,2000,11,1,273185,273185,0,77.0,38.7,38.7,10702677.0,10702677.0,108.5,108.5,Office,Office,276293.0,,,,,3136775,0,0,Compliant,No Issue,10702676.0,0.0,56.9,0.2,POINT (-122.32807 47.59634),,GATEWAY KING LLC,,,,,
3064,31167,2020,ALTO APARTMENTS LLC - (2014),Multifamily HR (10+),0656000400,311 CEDAR ST,SEATTLE,WA,98121.0,47.61725,-122.34844,DOWNTOWN,7.0,2011,17,1,176043,141084,34959,95.0,35.1,34.4,6109536.0,5996723.0,72.3,71.4,Multifamily HR (10+),Multifamily Housing,174142.0,Parking,35533.0,,,1028451,0,24876,Compliant,No Issue,3509075.0,2487649.0,150.8,1.1,POINT (-122.34844 47.61725),,ALTO 92 OWNER LP,,,,,
3066,32429,2020,FIRST AND UNION,NonResidential,6094500000,1411 1ST AVE,SEATTLE,WA,98101.0,47.60805,-122.33978,DOWNTOWN,7.0,1985,13,1,50147,50147,0,,93.3,93.3,4680842.0,4680842.0,197.5,197.5,Mixed Use Property,Other - Restaurant/Bar,23294.0,Strip Mall,13658.0,Other,6869.0,790959,1736001,2461,Compliant,No Issue,2698753.0,246088.0,171.5,3.4,POINT (-122.33978 47.60805),,UNDEFINED,,,,,
3067,32454,2020,EAGLES APARTMENTS,Multifamily MR (5-9),2141290000,706 UNION ST,SEATTLE,WA,98101.0,47.61103,-122.33238,DOWNTOWN,7.0,1925,5,1,37804,37804,0,68.0,69.4,66.4,2623975.0,2510711.0,95.7,92.6,Multifamily MR (5-9),Multifamily Housing,37804.0,,,,,144588,0,20174,Compliant,No Issue,493333.0,2017378.0,109.8,2.9,POINT (-122.33238 47.61103),,UNDEFINED,,,,,
3069,33289,2020,BAY VISTA OFFICE BUILDING,NonResidential,0586400000,2815 2ND AVE,SEATTLE,WA,98121.0,47.61706,-122.35141,DOWNTOWN,7.0,1982,24,1,119701,119701,0,85.0,47.7,47.7,5704786.0,5704786.0,133.4,133.4,Office,Office,102878.0,Retail Store,16823.0,,,1671977,0,0,Compliant,No Issue,5704786.0,0.0,30.3,0.3,POINT (-122.35141 47.61706),,UNDEFINED,,,,,
3076,34348,2020,PIKE PLAZA - TARGET STORE,NonResidential,6065000020,1401 2ND AVE,SEATTLE,WA,98101.0,47.6087,-122.33884,DOWNTOWN,7.0,1991,3,1,103000,103000,0,51.0,79.5,78.2,7633876.0,7509295.0,195.3,193.9,Retail Store,Retail Store,96018.0,Parking,0.0,,,1797859,0,13750,Compliant,No Issue,6134295.0,1375000.0,105.6,1.0,POINT (-122.33884 47.6087),Target Corporation,TARGET CORPORATION,601 007 793,['ANTHONY HEREDIA'],"1000 NICOLLET MALL, MINNEAPOLIS, MN, 55403-2542, UNITED STATES",TARGET CORPORATION,C T CORPORATION SYSTEM
3094,40067,2020,OLYMPIC BLOCK BUILDING-COMMERCIAL,NonResidential,5247800440,101 YESLER WAY,SEATTLE,WA,98104.0,47.60148,-122.33379,DOWNTOWN,7.0,1985,6,1,73102,73102,0,67.0,55.6,55.6,4171253.0,4171253.0,155.8,155.8,Office,Office,66386.0,Parking,18364.0,Fast Food Restaurant,8598.0,1222524,0,0,Compliant,No Issue,4171252.0,0.0,22.2,0.3,POINT (-122.33379 47.60148),,FRONTAL EW OLYMPIC BLOCK LLC,,,,,
3113,43867,2020,HONG KONG BUILDING & APTS,Multifamily MR (5-9),5247801915,507 MAYNARD AVE S,SEATTLE,WA,98104.0,47.59801,-122.32544,DOWNTOWN,2.0,1927,5,1,39493,30993,8500,,118.8,118.8,3885072.0,3885072.0,199.7,199.7,Multifamily MR (5-9),Multifamily Housing,24015.0,Restaurant,8700.0,Parking,8500.0,410898,0,24831,Compliant,No Issue,1401982.0,2483089.0,139.3,4.5,POINT (-122.32544 47.59801),Coho Real Estate Group,HONG KONG BUILDING LLC,602 299 720,['CHRISTOPHER KOH' 'DAVID KOH' 'MARIA KOH'],"4223 12TH AVE NE, SEATTLE, WA, 98105-5901, UNITED STATES",HONG KONG BUILDING LLC,CHRISTOPHER J KOH
3125,49697,2020,PRUDENTIAL BUILDING,NonResidential,5247800025,114 ALASKAN WAY S,SEATTLE,WA,98104.0,47.60121,-122.33518,DOWNTOWN,7.0,1902,6,1,74211,74211,0,100.0,12.3,12.0,1018897.0,995635.0,34.3,33.5,Office,Office,74211.0,Multifamily Housing,8905.0,Parking,500.0,291804,0,0,Compliant,No Issue,995635.0,0.0,5.3,0.1,POINT (-122.33518 47.60121),David Zarrett,PRU 114 LLC,602 720 016,['DAVID ZARETT'],"114 ALASKAN WAY S, SUITE 120, SEATTLE, WA, 98104, UNITED STATES",PRU 114 LLC,DAVID ZARETT
3144,49728,2020,VIA 6 APARTMENTS,Multifamily HR (10+),0660000040,2121 6TH AVE,SEATTLE,WA,98121.0,47.61531,-122.34041,DOWNTOWN,7.0,2012,24,1,676169,555112,121057,19.0,52.6,52.0,25356410.0,25078108.0,122.7,121.6,Multifamily HR (10+),Multifamily Housing,467600.0,Parking,62480.0,Retail Store,6685.0,5408818,0,66232,Compliant,No Issue,18454887.0,6623222.0,449.9,0.8,POINT (-122.34041 47.61531),,CITY OF SEATTLE,,,,,
3149,49733,2020,THE POST AT PIER 52 APTS,Multifamily HR (10+),7666202540,888 WESTERN AVE,SEATTLE,WA,98104.0,47.60336,-122.33615,DOWNTOWN,7.0,2013,16,1,194228,120836,73392,66.0,42.7,42.7,8654505.0,8654505.0,103.7,103.7,Multifamily HR (10+),Multifamily Housing,202675.0,Parking,71418.0,,,1998109,0,18370,Compliant,No Issue,6817548.0,1836959.0,133.8,1.1,POINT (-122.33615 47.60336),,888 WESTERN AVENUE LLC,,,,,
3161,49776,2020,MARKET PLACE TOWER,NonResidential,1977200471,2025 1ST AVE,SEATTLE,WA,98121.0,47.61156,-122.34401,DOWNTOWN,7.0,1988,13,1,386321,236995,149326,,53.6,52.4,13238675.0,12940317.0,138.9,136.1,Office,Office,208599.0,Parking,149326.0,Multifamily Housing,38225.0,3350263,0,15092,Compliant,No Issue,11431097.0,1509220.0,140.9,0.6,POINT (-122.34401 47.61156),,PRISA MARKET PLACE TOWER WA LLC % PREI LAW DEPT,,,,,
