,SearchTerm,BusinessName,UBINumber,BusinessId,Address,address_match,ubi_match,id_match,IsMatch
452,223 YESLER LLLP,223 YESLER GP LLC,604 270 046,1197004,"1253 S JACKSON ST STE A, SEATTLE, WA, 98144-3075, UNITED STATES",True,False,False,
453,COPPINS WELL OWNER LLC,COPPINS WELL OWNER LLC,604 847 593,1527205,"151 S. EL CAMINO, BEVERLY HILLS, CA, 90212-2704, UNITED STATES",False,False,False,
454,888 WESTERN AVENUE LLC,888 WESTERN AVENUE APARTMENTS CAPITAL LLC,604 092 051,212587,"10 STATE HOUSE SQ 15TH FL, HARTFORD, CT, 06103, UNITED STATES",False,False,False,
455,888 WESTERN AVENUE LLC,"888 WESTERN AVENUE, LLC",604 846 130,1515720,"6400 S FIDDLERS GREEN CIR STE 1200, GREENWOOD VLG, CO, 80111-4913, UNITED STATES",False,False,False,
456,IRP PERRY APARTMENTS LLC,"IRP PERRY APARTMENTS TRS SUB, LLC",604 468 822,1289384,"394 PACIFIC AVE FL 2, SAN FRANCISCO, CA, 94111-1715, UNITED STATES",True,False,False,
457,IRP PERRY APARTMENTS LLC,"IRP PERRY APARTMENTS, LLC",604 472 324,1289379,"394 PACIFIC AVE FL 2, SAN FRANCISCO, CA, 94111-1715, UNITED STATES",True,False,False,
458,UNICO BOP WASHINGTON PARK LLC,UNICO BOP WASHINGTON PARK LLC,604 431 986,1274714,"1215 4TH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",False,False,False,
459,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION,602 622 734,1053842,"719 S KING ST, SEATTLE, WA, 98104-3035, UNITED STATES",True,False,False,
460,WLAM PROPERTY ASSOCIATION,WLAM PROPERTY ASSOCIATION II,604 787 667,1481308,"719 S KING ST, SEATTLE, WA, 98104-3035, UNITED STATES",True,False,False,
461,UV 316 ALASKAN LLC,UV 316 ALASKAN LLC,604 006 184,1072571,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",False,False,False,
462,LIMPOPO PROPERTIES LLC,"LIMPOPO PROPERTIES, LLC",601 991 099,791986,"2501 N NORTHLAKE WAY # S201, SEATTLE, WA, 98103-9189, UNITED STATES",False,False,False,
463,KR LAKEVIEW LLC,"KR LAKEVIEW, LLC",603 205 931,275506,"12200 W OLYMPIC BLVD STE 200, LOS ANGELES, CA, 90064-1044, UNITED STATES",False,False,False,
464,UPG STONE 34 PROPERTY OWNER LLC,"UPG STONE 34 PROPERTY OWNER, LLC",604 322 939,1229075,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",False,False,False,
465,4000A LLC,4000A LLC,605 013 537,1625295,"3926 AURORA AVE N, SEATTLE, WA, 98103-7802, UNITED STATES",False,False,False,
466,4000A LLC,"4000 ANGLE LAKE, LLC",602 420 162,75473,,False,False,False,
467,4000A LLC,"4000 AURORA NORTH, LLC",602 608 012,271895,"14989 SKOGEN LN NE, BAINBRIDGE IS, WA, 98110-1020, UNITED STATES",False,False,False,
468,4000A LLC,"4000-A SPONSOR, LLC",603 135 188,97741,"6710 E CAMELBACK ROAD, SUITE 100, SCOTTSDALE, AZ, 85251, UNITED STATES",False,False,False,
469,FREMONT SPACE L L C,FREMONT SPACE LLC,602 501 938,702189,"8 BOSTON ST, STE 1, SEATTLE, WA, 98109-2360, UNITED STATES",False,False,False,
470,AD 936 N 34TH ST LLC,AD 936 N 34TH ST LLC,604 641 061,1380012,"19221 36TH AVE W STE 204, LYNNWOOD, WA, 98036-5795, UNITED STATES",False,False,False,
471,PECK BUILDING LLC THE,THE PECK BUILDING LLC,602 000 448,983378,"6801 36 AVENUE NW, SEATTLE, WA, 98117, UNITED STATES",False,False,False,
472,TRUE FOUNDRY LLC,"TRUE FOUNDRY, LLC",603 171 463,1078791,"154 N 35TH ST, SEATTLE, WA, 98103-8657, UNITED STATES",False,False,False,
473,SEVENTEEN METERS LLC,"SEVENTEEN METERS, LLC",603 367 607,425936,"8129 LAKE BALLINGER WAY, STE 104, EDMONDS, WA, 98026-9182, UNITED STATES",False,False,False,
474,RPT WALLINGFORD PLAZA LLC,"RPT WALLINGFORD PLAZA, LLC",603 356 608,412240,"222 SOUTH RIVERSIDE, 34TH FLOOR, CHICAGO, IL, 60606, UNITED STATES",False,False,False,
475,NORTHLAKE OWNER LLC,NORTH LAKE JOY ESTATES HOMEOWNERS ASSOCIATION,601 760 029,849466,"12725 MOSS CREEK LN NE, CARNATION, WA, 98014-6842, UNITED STATES",False,False,False,
476,NORTHLAKE OWNER LLC,NORTH LAKE RESIDENTIAL OWNERS' ASSOCIATION,602 832 090,343839,"12503 SE MILL PLAIN BLVD, STE 260, VANCOUVER, WA, 98684-4008, UNITED STATES",False,False,False,
477,NORTHLAKE OWNER LLC,NORTHLAKE COMMUNITY HOMEOWNERS COOPERATIVE,604 028 811,346190,"2950 NORTHLAKE WAY NW TRLR 58, BREMERTON, WA, 98312-8851, UNITED STATES",False,False,False,
478,NORTHLAKE OWNER LLC,NORTHLAKE CONDOMINIUMS AND TOWNHOMES OWNERS ASSOCIATION,601 722 857,371913,"18723 12TH DR SE, MILL CREEK, WA, 98012-5238, UNITED STATES",False,False,False,
479,NORTHLAKE OWNER LLC,NORTHLAKE COURT TOWNHOMES HOMEOWNERS' ASSOCIATION,603 579 365,895051,"4826 196TH ST SE, BOTHELL, WA, 98012, UNITED STATES",False,False,False,
480,NORTHLAKE OWNER LLC,NORTHLAKE HAVEN HOMEOWNERS ASSOCIATION,604 851 900,1519122,"10900 NE 4TH STREET, SUITE 2300, BELLEVUE, WA, 98004, UNITED STATES",False,False,False,
481,NORTHLAKE OWNER LLC,NORTHLAKE LANDING HOME OWNERS ASSOCIATION,603 425 877,1136772,"14205 SE 36TH ST STE 100, BELLEVUE, WA, 98006-1553, UNITED STATES",False,False,False,
482,NORTHLAKE OWNER LLC,"NORTHLAKE OWNER, LLC",604 800 321,1485520,"222 SW COLUMBIA ST STE 700, PORTLAND, OR, 97201-6655, UNITED STATES",False,False,False,
483,NORTHLAKE OWNER LLC,NORTHLAKE POINTE HOMEOWNER'S ASSOCIATION,602 132 847,346213,"13019 NAOMILAWN DR SW, LAKEWOOD, WA, 98498-2595, UNITED STATES",False,False,False,
484,NORTHLAKE OWNER LLC,NORTHLAKE RIDGE HOMEOWNERS ASSOCIATION,602 334 804,844627,"720 S 348TH ST STE A2, FEDERAL WAY, WA, 98003-7851, UNITED STATES",False,False,False,
485,NORTHLAKE OWNER LLC,NORTHLAKE RIM HOMEOWNERS ASSOCIATION,602 770 976,895334,"2107 S FRUITLAND, PUYALLUP, WA, 98371-7356, UNITED STATES",False,False,False,
486,9 TO 5 LLC,9 TO 5 LLC,602 843 126,13098,"1914 N 34TH ST, STE 100, SEATTLE, WA, 98103-9085, UNITED STATES",False,False,False,
487,9 TO 5 LLC,"11609 TO 11611 65TH ST CT E, LLC",604 584 056,1346153,"6920 51ST AVE E, TACOMA, WA, 98443-2339, UNITED STATES",True,False,False,
488,9 TO 5 LLC,"5709 TO 5715 91ST ST CT E, LLC",604 589 433,1346158,"6920 51ST AVE E, TACOMA, WA, 98443-2339, UNITED STATES",True,False,False,
489,9 TO 5 LLC,9 TO 5 PROPERTIES LLC,603 501 355,11372,,False,False,False,
490,9 TO 5 LLC,9TO5 SEATING LLC,604 810 695,1496348,"3211 JACK NORTHROP AVE, HAWTHORNE, CA, 90250-4424, UNITED STATES",False,False,False,
491,9 TO 5 LLC,ESCAPED9TO5 LLC,604 645 516,1376970,"4505 23RD AVE SW, SEATTLE, WA, 98106-1515, UNITED STATES",False,False,False,
492,9 TO 5 LLC,STITCHING 9 TO 5 LLC,604 106 286,1039964,"3952 SW IDA ST, SEATTLE, WA, 98136, UNITED STATES",False,False,False,
493,9 TO 5 LLC,"WELL9TO5, LLC",603 528 899,1161759,"220 SECOND AVE S, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
494,4010 ASSOCIATES,4010 ASSOCIATES LLP,601 946 389,9154,"1439 OLYMPIC VIEW DR, EDMONDS, WA, 98020-2689, UNITED STATES",False,False,False,
