,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OSEBuildingID,BuildingName,BuildingType,Type_of_Bulding,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,Total_sqft,percent_sqft_1st,percent_sqft_2nd,percent_sqft_3rd,LargestPropertyUseType,LargestPropertyUseType OSE,LargestPropertyUseTypeGFA,LargestPropertyUseTypeGFA Analysis,SecondLargestPropertyUseType,SecondLargestPropertyUseType OSE,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA Analysis,ThirdLargestPropertyUseType,ThirdLargestPropertyUseType OSE,ThirdLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA Analysis,Electricity(kBtu),Steam(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,Total_GFA,sq_ft_classification
3253,3253,3253,3253,49924,SEATTLE CENTRAL COLLEGE - DISTRICT OFFICE/THEATRE,NonResidential,NonResidential,233528,153949,79579,134249,0.88,0.0,0.12,Multifamily Housing,Multifamily Housing,118781,118781,Parking,,75000,0,Supermarket/Grocery Store,Supermarket/Grocery Store,15468,15468,6031543,0,1825309,134.1,0.9,209249,B
3254,3254,3254,3254,49925,SEATTLE CENTRAL COLLEGE - MITCHELL ACTIVITY CENTER/BOOKSTORE,NonResidential,NonResidential,64820,64820,0,59168,0.64,0.19,0.17,Office,Office,37668,37668,Movie Theater,Entertainment/Public Assembly,11500,11500,Vocational School,Other,10000,10000,1628880,0,308106,26.4,0.4,59168,C
3255,3255,3255,3255,49926,SEATTLE CENTRAL COLLEGE - MAIN BROADWAY/EDISON,NonResidential,NonResidential,78600,78600,0,93365,0.84,0.16,0.0,College/University,College/University,78600,78600,Retail Store,Retail Store,14765,14765,,,0,0,1977282,15773279,1670109,100.9,1.3,93365,B
3256,3256,3256,3256,49928,ARTHOUSE APARTMENTS,Multifamily MR (5-9),Multifamily,442984,442984,0,486417,1.0,0.0,0.0,College/University,College/University,486417,486417,,,0,0,,,0,0,16035653,0,1363474,1009.8,2.3,486417,A
3257,3257,3257,3257,49939,PHYLLIS GUTIERREZ KENNEY PLACE,Multifamily LR (1-4),Multifamily,135643,109745,25898,104890,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,104890,104890,Parking,,25898,0,,,0,0,2076581,0,915658,61.4,0.6,130788,B
3259,3259,3259,3259,49943,STEWART HOUSE CONDOMINIUM,Multifamily LR (1-4),Multifamily,374466,374466,0,374466,1.0,0.0,0.0,Hospital (General Medical & Surgical),Hospital,374466,374466,,,0,0,,,0,0,27361173,0,0,2678.5,7.2,374466,A
3261,3261,3261,3261,49945,PUBLIC MARKET SOUTH GARAGE,NonResidential,NonResidential,66460,66460,0,50904,0.63,0.19,0.18,Multifamily Housing,Multifamily Housing,31964,31964,Retail Store,Retail Store,9631,9631,Bar/Nightclub,Restaurant,9309,9309,2751271,0,3821857,219.9,3.3,50904,C
3264,3264,3264,3264,49958,FIRST HILL STREET CAR MAINTENANCE,Nonresidential COS,NonResidential,317814,317814,0,228426,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,228426,228426,,,0,0,,,0,0,4076262,0,2746000,171.0,0.5,228426,A
3266,3266,3266,3266,49965,CANVAS APARTMENTS,Multifamily MR (5-9),Multifamily,278554,241130,37424,278554,0.95,0.0,0.05,Multifamily Housing,Multifamily Housing,265655,265655,Parking,,37424,0,Retail Store,Retail Store,12899,12899,5329609,0,2827595,183.0,0.8,315978,A
3267,3267,3267,3267,49966,SMILOW RAINIER VISTA BOYS & GIRLS CLUB,NonResidential,NonResidential,118344,100371,17973,98675,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,98675,98675,Parking,,17973,0,,,0,0,2152517,0,0,13.3,0.1,116648,B
3269,3269,3269,3269,49968,UW - AEROSPACE,NonResidential,NonResidential,9320156,9320156,0,9236849,1.0,0.0,0.0,College/University,College/University,9236849,9236849,,,0,0,,,0,0,0,0,37876041,2011.6,0.2,9236849,A
3270,3270,3270,3270,49969,UW - ATMOSPHERIC SCIENCES,NonResidential,NonResidential,58779,58779,0,58779,1.0,0.0,0.0,College/University,College/University,58779,58779,,,0,0,,,0,0,3442159,5817027,0,21.2,0.4,58779,C
3271,3271,3271,3271,49970,UW - CEDAR HALL DORM,NonResidential,NonResidential,77709,77709,0,77709,1.0,0.0,0.0,College/University,College/University,77709,77709,,,0,0,,,0,0,5983979,0,0,346.1,4.5,77709,C
3272,3272,3272,3272,49971,UW - CLARK HALL,NonResidential,NonResidential,176225,176228,-3,176225,1.0,0.0,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,176225,176225,Parking,,24000,0,,,0,0,3530243,768190,1714995,112.8,0.6,200225,B
3274,3274,3274,3274,49973,UW - FOEGE BUILDING (genome sciences),NonResidential,NonResidential,203030,203030,0,371984,0.84,0.16,0.0,College/University,College/University,314037,314037,Laboratory,Laboratory,57947,57947,,,0,0,24909350,60607784,0,835.6,4.1,371984,A
3275,3275,3275,3275,49974,UW - HEALTH SCIENCES J-WING,NonResidential,NonResidential,119715,119715,0,264571,1.0,0.0,0.0,College/University,College/University,264571,264571,,,0,0,,,0,0,45471656,29390130,9986,3502.8,29.3,264571,A
3276,3276,3276,3276,49975,UW - HEALTH SCIENCES K-WING,NonResidential,NonResidential,170719,170719,0,170719,1.0,0.0,0.0,College/University,College/University,170719,170719,,,0,0,,,0,0,16824930,75646384,0,1666.1,9.8,170719,B
3277,3277,3277,3277,49976,UW - HEALTH SCIENCES RR-WING,NonResidential,NonResidential,227640,227640,0,227640,0.63,0.37,0.0,College/University,College/University,142408,142408,Laboratory,Laboratory,85232,85232,,,0,0,25302890,36370340,0,4177.4,18.4,227640,A
3278,3278,3278,3278,49977,UW - HITCHCOCK HALL,NonResidential,NonResidential,140512,140512,0,140512,1.0,0.0,0.0,College/University,College/University,140512,140512,,,0,0,,,0,0,12336240,7741992,0,2009.5,14.3,140512,B
3279,3279,3279,3279,49978,UW - KINCAID HALL,NonResidential,NonResidential,116416,116416,0,116416,1.0,0.0,0.0,College/University,College/University,116416,116416,,,0,0,,,0,0,10639459,0,0,477.2,4.1,116416,B
3280,3280,3280,3280,49979,UW - LANDER HALL DORM,NonResidential,NonResidential,84459,84459,0,84459,1.0,0.0,0.0,College/University,College/University,84459,84459,,,0,0,,,0,0,0,0,0,0.0,0.0,84459,C
3281,3281,3281,3281,49980,UW - MERCER HALL DORM,NonResidential,NonResidential,166991,166991,0,166991,1.0,0.0,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,166991,166991,,,0,0,,,0,0,8698198,0,9158309,540.0,3.2,166991,B
3282,3282,3282,3282,49981,UW - MORE HALL,NonResidential,NonResidential,89392,89392,0,401782,1.0,0.0,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,401782,401782,Parking,,65399,0,,,0,0,7396909,7262075,5228393,323.3,3.6,467181,A
3283,3283,3283,3283,49982,UW - PHYSICS ASTRONOMY BUILDING,NonResidential,NonResidential,81173,81173,0,162346,1.0,0.0,0.0,College/University,College/University,162346,162346,,,0,0,,,0,0,4209964,47506244,0,412.0,5.1,162346,B
3284,3284,3284,3284,49983,UW - POPLAR HALL DORM,NonResidential,NonResidential,175930,175930,0,175930,0.74,0.26,0.0,College/University,College/University,130357,130357,Laboratory,Laboratory,45573,45573,,,0,0,22528334,0,0,2664.4,15.1,175930,B
3285,3285,3285,3285,49984,UW - SAVERY HALL,NonResidential,NonResidential,97040,97040,0,97040,1.0,0.0,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,97040,97040,,,0,0,,,0,0,3151763,428531,720940,57.7,0.6,97040,B
3286,3286,3286,3286,49985,AMAZON PHASE VI - NESSIE AND BIGFOOT,NonResidential,NonResidential,118684,118684,0,118684,1.0,0.0,0.0,College/University,College/University,118684,118684,,,0,0,,,0,0,5880196,0,0,59.0,0.5,118684,B
3287,3287,3287,3287,49986,ARNETT HALL DORMITORY,Multifamily MR (5-9),Multifamily,593200,414200,179000,427181,1.0,0.0,0.0,Office,Office,427181,427181,Parking,,169195,0,,,0,0,15375298,0,2585709,232.1,0.6,596376,A
3290,3290,3290,3290,49990,VALOR APARTMENT,Multifamily LR (1-4),Multifamily,107556,107556,0,70535,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,70535,70535,Parking,,25400,0,,,0,0,2293350,0,0,14.1,0.1,95935,C
3293,3293,3293,3293,49994,DIMENSION BY ALTA APTS,Multifamily HR (10+),Multifamily,619416,490593,128823,447030,0.96,0.0,0.04,Multifamily Housing,Multifamily Housing,430927,430927,Parking,,128823,0,Retail Store,Retail Store,16103,16103,11872808,0,9987127,603.6,1.2,575853,A
3294,3294,3294,3294,49996,BELROY APTS (MODERN),Multifamily MR (5-9),Multifamily,269065,193927,75138,193927,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,193927,193927,Parking,,75138,0,,,0,0,5353131,0,2198769,149.8,0.8,269065,B
3295,3295,3295,3295,49997,THE FLATS AT INTERBAY APTS,Multifamily LR (1-4),Multifamily,83296,83296,0,61289,0.99,0.0,0.01,Multifamily Housing,Multifamily Housing,60452,60452,Parking,,13085,0,Food Service,Restaurant,837,837,1272838,0,713492,45.7,0.5,74374,C
3296,3296,3296,3296,49998,WEST COAST SELF-STORAGE,NonResidential,NonResidential,112264,88304,23960,88304,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,88304,88304,Parking,,23960,0,,,0,0,2230810,0,0,13.8,0.2,112264,C
3297,3297,3297,3297,49999,APERTURE ON FIFTH,Multifamily MR (5-9),Multifamily,101580,87576,14004,87576,1.0,0.0,0.0,Self-Storage Facility,Self-Storage Facility,87576,87576,,,0,0,,,0,0,869158,0,19925,6.4,0.1,87576,C
3298,3298,3298,3298,50000,NINE & PINE APARTMENTS,Multifamily MR (5-9),Multifamily,94909,67708,27201,67708,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,67708,67708,Parking,,26243,0,,,0,0,1787442,0,856236,56.5,0.8,93951,C
3299,3299,3299,3299,50001,REO FLATS APTS,Multifamily MR (5-9),Multifamily,74509,68131,6378,53768,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,53768,53768,Parking,,6857,0,,,0,0,1783100,0,2255830,130.8,1.9,60625,C
3300,3300,3300,3300,50002,FREEWAY MOTORS UNIVERSITY AUDI,NonResidential,NonResidential,118800,88455,30345,80262,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,80262,80262,Parking,,30528,0,,,0,0,2330131,0,2423341,143.1,1.6,110790,C
3305,3305,3305,3305,50009,IDENTITY APTS 4106,Multifamily MR (5-9),Multifamily,158967,111010,47957,93454,0.73,0.0,0.27,Multifamily Housing,Multifamily Housing,68575,68575,Parking,,43408,0,Office,Office,24879,24879,3950277,0,1023309,78.7,0.7,136862,B
3307,3307,3307,3307,50011,ZEPHYR APTS,Multifamily MR (5-9),Multifamily,99751,85639,14112,65655,1.0,0.0,0.0,Self-Storage Facility,Self-Storage Facility,65655,65655,,,0,0,,,0,0,482297,0,60542,6.2,0.1,65655,C
3308,3308,3308,3308,50013,COLUMBIA GARDENS AT RAINIER COURT,Multifamily LR (1-4),Multifamily,85647,72528,13119,72528,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,72528,72528,Parking,,13119,0,,,0,0,3532212,0,949192,72.2,1.0,85647,C
3310,3310,3310,3310,50016,AMLI MARK 24 APTS,Multifamily MR (5-9),Multifamily,499477,379494,119983,307810,0.99,0.0,0.01,Multifamily Housing,Multifamily Housing,304473,304473,Parking,,113548,0,Restaurant,Restaurant,3337,3337,10046259,0,3700502,258.5,0.7,421358,A
3311,3311,3311,3311,50017,LATITUDE QUEEN ANNE,Multifamily MR (5-9),Multifamily,418285,289089,129196,272369,0.98,0.0,0.02,Multifamily Housing,Multifamily Housing,267319,267319,Parking,,129196,0,Other - Mall,Retail Store,5050,5050,5885922,0,2649202,177.0,0.6,401565,A
3312,3312,3312,3312,50018,LIGHTBOX APTS,Multifamily MR (5-9),Multifamily,70191,43904,26287,70191,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,70191,70191,Parking,,26287,0,,,0,0,1259418,0,732079,46.6,1.1,96478,C
3313,3313,3313,3313,50019,306 QUEENE ANNE APTS,Multifamily MR (5-9),Multifamily,82087,56893,25194,82087,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,82087,82087,Parking,,25194,0,,,0,0,1830634,0,1393856,85.3,1.5,107281,C
3317,3317,3317,3317,50024,525 AT THE ENCLAVE,Multifamily MR (5-9),Multifamily,182378,106156,76222,133800,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,133800,133800,Parking,,44800,0,,,0,0,2301052,0,2095671,125.5,1.2,178600,B
3318,3318,3318,3318,50026,CHOPHOUSE ROW,NonResidential,NonResidential,313595,221280,92315,163984,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,163984,163984,Parking,,60000,0,,,0,0,5133190,0,2650667,172.4,0.8,223984,B
3322,3322,3322,3322,50030,ANGELINE APTS,Multifamily MR (5-9),Multifamily,123686,123686,0,122804,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,122804,122804,Parking,,33397,0,,,0,0,3573715,0,1141461,82.7,0.7,156201,B
3323,3323,3323,3323,50031,DEXTER STATION OFFICE,NonResidential,NonResidential,283479,197139,86340,165828,0.81,0.0,0.19,Multifamily Housing,Multifamily Housing,134585,134585,Parking,,86340,0,Retail Store,Retail Store,31243,31243,2874044,0,4614881,262.8,1.3,252168,B
3324,3324,3324,3324,50033,COMPASS ON DEXTER APTS,Multifamily MR (5-9),Multifamily,513816,345992,167824,361214,1.0,0.0,0.0,Office,Office,360127,360127,Parking,,151658,0,Restaurant,Restaurant,1087,1087,20871818,0,3104541,293.5,0.8,512872,A
3325,3325,3325,3325,50034,RADIUS APTS,Multifamily MR (5-9),Multifamily,81993,69950,12043,69950,0.91,0.09,0.0,Multifamily Housing,Multifamily Housing,63596,63596,Office,Office,6354,6354,,,0,0,1788113,0,953148,61.6,0.9,69950,C
3326,3326,3326,3326,50035,HILTON GARDEN INN,NonResidential,NonResidential,253015,168006,85009,193322,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,193322,193322,,,0,0,,,0,0,4123856,0,3957895,235.6,1.4,193322,B
3327,3327,3327,3327,50036,HILL 7 OFFICE BLDG,NonResidential,NonResidential,144614,144614,0,158207,1.0,0.0,0.0,Hotel,Hotel,158207,158207,,,0,0,,,0,0,4656933,0,5955481,345.0,2.4,158207,B
3328,3328,3328,3328,50037,APOLLO BLDG (AMAZON),NonResidential,NonResidential,431326,300115,131211,306291,1.0,0.0,0.0,Office,Office,306291,306291,Parking,,107624,0,,,0,0,11444285,0,17335,71.5,0.2,413915,A
3329,3329,3329,3329,50038,Salmon Bay Marine Center West,NonResidential,NonResidential,480702,317442,163260,341897,0.98,0.0,0.02,Office,Office,336198,336198,Parking,,136594,0,Food Service,Restaurant,5699,5699,11635548,0,2335979,195.8,0.6,478491,A
3331,3331,3331,3331,50040,ANTHEM ON 12TH,Multifamily MR (5-9),Multifamily,328775,126604,202171,108036,0.0,1.0,0.0,Parking,,202171,0,Automobile Dealership,Retail Store,108036,108036,,,0,0,3686652,0,1395646,96.8,0.8,310207,B
3332,3332,3332,3332,50044,JUNCTION 47,Multifamily MR (5-9),Multifamily,116576,103792,12784,89422,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,89422,89422,Parking,,12690,0,Parking,,12784,0,1936601,0,942950,62.0,0.6,114896,C
3333,3333,3333,3333,50045,AMAZON BRAZIL,NonResidential,NonResidential,271922,196788,75134,200844,0.91,0.0,0.09,Multifamily Housing,Multifamily Housing,183646,183646,Parking,,78842,0,Retail Store,Retail Store,17198,17198,5955425,0,4897681,296.8,1.5,279686,B
3334,3334,3334,3334,50046,AMLI 528 PONTIUS,Multifamily MR (5-9),Multifamily,483397,317189,166208,342960,0.98,0.0,0.02,Office,Office,337544,337544,Parking,,146810,0,Restaurant,Restaurant,5416,5416,12287472,0,2212057,193.2,0.6,489770,A
3335,3335,3335,3335,50047,ODIN APARTMENTS,Multifamily MR (5-9),Multifamily,110964,71739,39225,104384,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,104384,104384,Parking,,27261,0,,,0,0,2127440,0,1028936,67.8,0.9,131645,B
3336,3336,3336,3336,50048,1101 WESTLAKE,NonResidential,NonResidential,318835,236227,82608,236227,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,236227,236227,Parking,,82608,0,,,0,0,4663337,0,2525830,162.9,0.7,318835,A
3337,3337,3337,3337,50049,PACIFIC CENTER CONDOMINIUM,Multifamily LR (1-4),Multifamily,185116,155815,29301,160436,0.77,0.0,0.23,Office,Office,123827,123827,Parking,,46400,0,Other,Other,36609,36609,11436748,0,1193581,133.9,0.9,206836,B
3339,3339,3339,3339,50054,400 FAIRVIEW OFFICE BLDG,NonResidential,NonResidential,92208,80371,11837,77056,0.95,0.0,0.05,Multifamily Housing,Multifamily Housing,73295,73295,Parking,,11837,0,Restaurant,Restaurant,3761,3761,2134507,0,1267151,80.5,1.0,88893,C
3340,3340,3340,3340,50148,RESIDENCE INN SEATTLE U,NonResidential,NonResidential,536697,339038,197659,387619,1.0,0.0,0.0,Office,Office,387619,387619,Parking,,202178,0,,,0,0,13810616,0,4799151,340.0,1.0,589797,A
3341,3341,3341,3341,50055,IDENTITY APTS 4123,Multifamily MR (5-9),Multifamily,180257,125562,54695,125562,1.0,0.0,0.0,Hotel,Hotel,125562,125562,Parking,,54695,0,,,0,0,5658195,0,5805047,343.2,2.7,180257,B
3343,3343,3343,3343,50057,CIRRUS,Multifamily HR (10+),Multifamily,128460,128460,0,101020,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,101020,101020,Parking,,16144,0,,,0,0,2443036,0,0,15.1,0.1,117164,B
3344,3344,3344,3344,50061,HIRABAYASHI PLACE APTS,Multifamily MR (5-9),Multifamily,319481,277566,41915,361218,0.85,0.15,0.0,Multifamily Housing,Multifamily Housing,308680,308680,Other - Lodging/Residential,Hotel,52538,52538,Parking,,35180,0,9547837,0,10566129,620.0,2.2,396398,A
3345,3345,3345,3345,50062,STAYBRIDGE SUITES SEATTLE-FREMONT,NonResidential,NonResidential,91128,91128,0,91128,0.93,0.07,0.0,Multifamily Housing,Multifamily Housing,84788,84788,Pre-school/Daycare,Entertainment/Public Assembly,6340,6340,,,0,0,1679175,0,1066638,67.0,0.7,91128,B
3346,3346,3346,3346,50063,SEATTLE ACADEMY (NORTH CAMPUS),NonResidential,NonResidential,126823,85284,41539,88157,1.0,0.0,0.0,Hotel,Hotel,88157,88157,Parking,,41539,0,Swimming Pool,Recreation,0,0,2628997,0,2058861,125.6,1.5,129696,C
3348,3348,3348,3348,50065,PIKE MOTORWORKS BLDG 1,Multifamily MR (5-9),Multifamily,112000,90000,22000,93326,1.0,0.0,0.0,K-12 School,K-12 School,93326,93326,Parking,,20395,0,,,0,0,4180457,0,2662381,167.2,1.9,113721,B
3349,3349,3349,3349,50067,THE MARION WEST,Multifamily LR (1-4),Multifamily,93203,85317,7886,177222,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,177222,177222,Parking,,0,0,,,0,0,5361757,0,1659067,121.2,1.4,177222,B
3351,3351,3351,3351,50069,KING COUNTY AIRPORT - MAIN TERMINAL,NonResidential,NonResidential,56307,52085,4222,52085,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52085,52085,,,0,0,,,0,0,899994,0,3467365,189.7,3.6,52085,C
3353,3353,3353,3353,50071,THE WESTSIDE- OFF BROADWAY,Multifamily MR (5-9),Multifamily,72000,72000,0,72000,1.0,0.0,0.0,Other - Recreation,Entertainment/Public Assembly,72000,72000,,,0,0,,,0,0,1899678,0,1507895,91.8,1.3,72000,C
3355,3355,3355,3355,50073,SPRUCE WEST SEATTLE,Multifamily MR (5-9),Multifamily,121218,91393,29825,91393,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,91393,91393,Parking,,29825,0,,,0,0,1931053,0,884094,58.9,0.6,121218,B
3356,3356,3356,3356,50074,GREENWOOD PLACE,Multifamily MR (5-9),Multifamily,409825,236739,173086,204475,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,204475,204475,,,0,0,,,0,0,3549268,0,0,21.9,0.1,204475,B
3358,3358,3358,3358,50076,BRIDGES@11TH,Multifamily MR (5-9),Multifamily,260051,169548,90503,145784,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,145784,145784,Parking,,64341,0,,,0,0,3481919,0,2826603,171.6,1.0,210125,B
3359,3359,3359,3359,50078,CORNISH SCHL STUDENT HSNG,Multifamily HR (10+),Multifamily,233757,187477,46280,185071,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,185071,185071,Parking,,46280,0,,,0,0,3350364,0,1270371,88.1,0.5,231351,B
3360,3360,3360,3360,50081,HAMLIN ROBINSON SCHOOL,NonResidential,NonResidential,149976,137753,12223,138004,0.84,0.09,0.07,Multifamily Housing,Multifamily Housing,115768,115768,Office,Office,12503,12503,College/University,College/University,9733,9733,3383528,0,1591116,105.4,0.8,138004,B
3363,3363,3363,3363,50084,ROOSTER APTS,Multifamily MR (5-9),Multifamily,175844,123799,52045,99554,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,99554,99554,Parking,,24000,0,,,0,0,2604046,0,1643095,103.3,0.8,123554,B
3364,3364,3364,3364,50085,AEGIS LIVING AT GALER,NonResidential,NonResidential,213952,162213,51739,205103,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,205103,205103,Parking,,19926,0,,,0,0,3742125,0,2238518,142.0,0.9,225029,B
3369,3369,3369,3369,50092,TERRY & MAPLE HALL UW,Multifamily MR (5-9),Multifamily,63825,58975,4850,50991,0.95,0.02,0.02,Multifamily Housing,Multifamily Housing,48591,48591,Office,Office,1200,1200,Office,Office,1200,1200,1304958,0,774847,49.2,0.8,50991,C
3370,3370,3370,3370,50093,RETAIL & RESIDENTIAL BUILDING,Multifamily MR (5-9),Multifamily,325000,325000,0,325000,1.0,0.0,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,325000,325000,,,0,0,,,0,0,8342221,0,9103862,534.9,1.6,325000,A
3371,3371,3371,3371,50094,ALLEN INSTITUTE FOR BRAIN SCIENCE (AIBS),NonResidential,NonResidential,86045,77137,8908,79728,0.98,0.0,0.02,Multifamily Housing,Multifamily Housing,78359,78359,Parking,,8126,0,Other - Public Services,Services,1369,1369,2057126,0,0,12.7,0.2,87854,C
3372,3372,3372,3372,50095,Broadstone Sky,Multifamily MR (5-9),Multifamily,345290,260262,85028,258021,0.59,0.41,0.0,Laboratory,Laboratory,151523,151523,Office,Office,106498,106498,Parking,,84002,0,27436714,0,12771412,847.4,3.3,342023,A
3373,3373,3373,3373,50096,MADISON CENTER (2016),NonResidential,NonResidential,208136,149318,58818,121089,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,121089,121089,Parking,,44717,0,,,0,0,2537273,0,1829930,112.8,0.8,165806,B
3374,3374,3374,3374,50097,QUEEN ANNE FLATS,Multifamily LR (1-4),Multifamily,990000,788000,202000,746885,0.99,0.0,0.01,Office,Office,739337,739337,Parking,,201230,0,Retail Store,Retail Store,7548,7548,19745316,0,2907014,276.1,0.4,948115,A
3377,3377,3377,3377,50149,AURA WEST SEATTLE,Multifamily MR (5-9),Multifamily,559958,432000,127958,390743,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,390743,390743,Parking,,151254,0,,,0,0,10539197,0,5820309,374.1,0.9,541997,A
3378,3378,3378,3378,50150,HYATT HOUSE,NonResidential,NonResidential,195221,143460,51761,167770,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,167770,167770,Parking,,41042,0,,,0,0,3564346,0,2875940,174.7,1.2,208812,B
3379,3379,3379,3379,50152,THE COURTYARD,Multifamily LR (1-4),Multifamily,142805,114736,28069,115050,1.0,0.0,0.0,Hotel,Hotel,115050,115050,Parking,,28069,0,,,0,0,3557228,0,3820851,224.9,2.0,143119,B
3381,3381,3381,3381,50154,SYLVIA ODOM'S PLACE,Multifamily MR (5-9),Multifamily,139342,101273,38069,84970,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,84970,84970,Parking,,38069,0,,,0,0,1887537,0,2103333,123.3,1.2,123039,C
3385,3385,3385,3385,50158,AVA CAPITOL HILL,Multifamily MR (5-9),Multifamily,161999,161999,0,120328,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,120328,120328,Parking,,15620,0,,,0,0,2746067,0,2146110,130.9,0.8,135948,B
3386,3386,3386,3386,50159,JANUS APTS/RETAIL SPACES,Multifamily MR (5-9),Multifamily,310892,218012,92880,217503,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,217503,217503,,,0,0,,,0,0,4391616,0,1758769,120.5,0.6,217503,B
3387,3387,3387,3387,50160,AMAZON DOPPLER BUILDING,NonResidential,NonResidential,133881,99043,34838,97586,0.91,0.0,0.09,Multifamily Housing,Multifamily Housing,88542,88542,Parking,,33673,0,Retail Store,Retail Store,9044,9044,2024083,0,1466115,90.3,0.9,131259,B
3388,3388,3388,3388,50163,CRAFT APARTMENTS,Multifamily LR (1-4),Multifamily,1496961,1076961,420000,1082970,0.94,0.0,0.06,Office,Office,1023298,1023298,Parking,,448625,0,Convention Center,Entertainment/Public Assembly,59672,59672,45906959,0,9487392,786.9,0.7,1531595,A
3390,3390,3390,3390,50165,THE CENTRAL APARTMENTS,Multifamily MR (5-9),Multifamily,245889,245889,0,217256,0.93,0.0,0.07,Multifamily Housing,Multifamily Housing,202911,202911,Parking,,56998,0,Restaurant,Restaurant,14345,14345,3481100,0,3104900,186.4,0.8,274254,B
3391,3391,3391,3391,50166,TABLEAU (NORTH EDGE),NonResidential,NonResidential,104598,74310,30288,60132,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,60132,60132,Parking,,0,0,,,0,0,1667601,0,993552,63.0,0.8,60132,C
3392,3392,3392,3392,50167,MERRILL GARDENS AT BALLARD,Multifamily MR (5-9),Multifamily,338989,220902,118087,208566,0.99,0.0,0.01,Office,Office,205727,205727,Parking,,117684,0,Restaurant,Restaurant,2839,2839,12707523,0,1463324,156.1,0.7,326250,B
3393,3393,3393,3393,50169,SAVANNA APARTMENTS,Multifamily MR (5-9),Multifamily,115947,96495,19452,105778,1.0,0.0,0.0,Senior Care Community,Senior Living Community,105778,105778,,,0,0,,,0,0,2882132,0,2356653,142.9,1.5,105778,B
3398,3398,3398,3398,50174,VIK CONDOS,Multifamily MR (5-9),Multifamily,69511,69511,0,55965,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,55965,55965,Parking,,15977,0,,,0,0,1056727,0,632417,40.1,0.6,71942,C
3399,3399,3399,3399,50175,ELEANOR APARTMENTS,Multifamily MR (5-9),Multifamily,88028,88028,0,88028,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,88028,88028,,,0,0,,,0,0,2046305,0,1067776,69.3,0.8,88028,C
3400,3400,3400,3400,50176,VERVE FLATS,Multifamily LR (1-4),Multifamily,273568,273568,0,241451,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,241451,241451,Parking,,64813,0,,,0,0,3410583,0,2906878,175.4,0.6,306264,A
3402,3402,3402,3402,50178,STENCIL APARTMENTS,Multifamily LR (1-4),Multifamily,281300,281300,0,253555,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,253555,253555,Parking,,34594,0,,,0,0,4885626,0,2407557,158.0,0.6,288149,A
