,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OSEBuildingID,BuildingName,BuildingType,Type_of_Bulding,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,Total_sqft,percent_sqft_1st,percent_sqft_2nd,percent_sqft_3rd,LargestPropertyUseType,LargestPropertyUseType OSE,LargestPropertyUseTypeGFA,LargestPropertyUseTypeGFA Analysis,SecondLargestPropertyUseType,SecondLargestPropertyUseType OSE,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA Analysis,ThirdLargestPropertyUseType,ThirdLargestPropertyUseType OSE,ThirdLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA Analysis,Electricity(kBtu),Steam(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,Total_GFA,sq_ft_classification
2788,2788,2788,2788,26995,MILWAUKEE APARTMENTS,Multifamily MR (5-9),Multifamily,21036,21036,0,15444,0.0,0.53,0.47,Parking,,11021,0,Fitness Center/Health Club/Gym,Recreation,8164,8164,Office,Office,7280,7280,1356404,0,1288851,76.8,3.7,26465,F
2789,2789,2789,2789,26997,UNIVERSITY CENTER (TRADER JOE'S - AAA- UW CoMotion),NonResidential,NonResidential,81120,81120,0,43000,0.86,0.0,0.14,Multifamily Housing,Multifamily Housing,37000,37000,Parking,,6000,0,Retail Store,Retail Store,6000,6000,1560056,0,0,9.6,0.1,49000,D
2791,2791,2791,2791,27008,LAURELHURST K-8 (SPS-DISTRICT),SPS-District K-12,Campus,20039,20039,0,20039,1.0,0.0,0.0,Worship Facility,Worship Facility,20039,20039,,,0,0,,,0,0,86444,0,0,0.5,0.0,20039,E
2793,2793,2793,2793,27016,PACIFIC GEORGETOWN CENTER LLC,NonResidential,NonResidential,44476,44476,0,41256,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256,41256,,,0,0,,,0,0,828726,0,229677,17.3,0.4,41256,D
2794,2794,2794,2794,27020,ALPHA DELTA PI SORORITY,NonResidential,NonResidential,35017,35017,0,30019,0.66,0.34,0.0,Office,Office,19785,19785,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,10234,10234,Parking,,0,0,685748,0,0,4.2,0.1,30019,D
2795,2795,2795,2795,27029,WILSONIAN APARTMENTS,Multifamily MR (5-9),Multifamily,29084,29084,0,26000,1.0,0.0,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,26000,26000,,,0,0,,,0,0,495063,0,922766,52.1,1.8,26000,E
2797,2797,2797,2797,27039,UPTOWN CONDO,Multifamily LR (1-4),Multifamily,37361,37361,0,37361,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,37361,37361,,,0,0,,,0,0,784583,0,680804,41.0,1.1,37361,D
2798,2798,2798,2798,27040,URBAN LEAGUE VILLAGE,Multifamily LR (1-4),Multifamily,35655,35655,0,29905,0.82,0.18,0.0,Multifamily Housing,Multifamily Housing,24389,24389,Retail Store,Retail Store,5516,5516,,,0,0,738047,0,488476,30.5,0.9,29905,E
2799,2799,2799,2799,27042,UWAJIMAYA VILLAGE,Multifamily MR (5-9),Multifamily,48441,48441,0,48441,0.6,0.4,0.0,Multifamily Housing,Multifamily Housing,29302,29302,Museum,Entertainment/Public Assembly,19139,19139,,,0,0,1534529,0,370124,29.1,0.6,48441,D
2802,2802,2802,2802,27059,700 BROADWAY APARTMENTS,Multifamily LR (1-4),Multifamily,36115,36115,0,30106,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30106,30106,,,0,0,,,0,0,612891,0,0,3.8,0.1,30106,D
2805,2805,2805,2805,27081,SOUNDVIEW,Multifamily MR (5-9),Multifamily,22952,22952,0,22962,1.0,0.0,0.0,Worship Facility,Worship Facility,22962,22962,Parking,,0,0,,,0,0,141313,0,412262,22.8,1.0,22962,E
2807,2807,2807,2807,27089,NINE CHERRY SQUARE,Multifamily MR (5-9),Multifamily,26528,26528,0,26528,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26528,26528,,,0,0,,,0,0,586343,0,0,3.6,0.1,26528,E
2808,2808,2808,2808,27090,911 CONDOMINIUM,Multifamily LR (1-4),Multifamily,29618,29618,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
2809,2809,2809,2809,27095,1926 FAIRVIEW CONDOMINIUM,Multifamily LR (1-4),Multifamily,20851,20851,0,20851,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20851,20851,,,0,0,,,0,0,319491,0,236766,14.5,0.7,20851,E
2810,2810,2810,2810,27096,9800 ROOSEVELT CONDOMINIUM,Multifamily LR (1-4),Multifamily,36792,36792,0,36792,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36792,36792,Parking,,12960,0,,,0,0,795468,0,572673,35.3,1.0,49752,D
2811,2811,2811,2811,27097,19TH AVE LOFTS,Multifamily LR (1-4),Multifamily,23512,23512,0,23512,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23512,23512,,,0,0,,,0,0,524954,0,198927,13.8,0.6,23512,E
2812,2812,2812,2812,27100,FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES,Multifamily HR (10+),Multifamily,49518,49518,0,49528,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,49528,49528,,,0,0,,,0,0,901963,18681324,930114,55.0,1.1,49528,D
2814,2814,2814,2814,27103,TOWNE VUE MANOR,Multifamily LR (1-4),Multifamily,28277,28277,0,21910,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21910,21910,Parking,,3300,0,,,0,0,713557,0,0,4.4,0.2,25210,E
2815,2815,2815,2815,49712,HOME PLATE CENTER BLDG A,NonResidential,NonResidential,21602,21602,0,21602,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21602,21602,,,0,0,,,0,0,379344,0,239781,15.1,0.7,21602,E
2818,2818,2818,2818,27117,N W WAREHOUSE,NonResidential,NonResidential,21596,21596,0,21596,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21596,21596,,,0,0,,,0,0,570777,0,0,3.5,0.2,21596,E
2819,2819,2819,2819,27122,CEDAR HEIGHTS,NonResidential,NonResidential,21040,21040,0,21040,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040,21040,,,0,0,,,0,0,232009,0,219785,13.1,0.6,21040,E
2820,2820,2820,2820,27131,PACIFIC RUBBER,NonResidential,NonResidential,28032,28032,0,30000,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000,30000,,,0,0,,,0,0,403458,0,987427,54.9,2.0,30000,E
2821,2821,2821,2821,27141,TSUE CHONG FOODS,NonResidential,NonResidential,25620,25620,0,25620,1.0,0.0,0.0,Distribution Center,Non-Refrigerated Warehouse,25620,25620,,,0,0,,,0,0,164585,0,600424,32.9,1.3,25620,E
2822,2822,2822,2822,27142,ST JAMES CATHEDRAL PLACE,NonResidential,NonResidential,33238,33238,0,33238,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238,33238,,,0,0,,,0,0,1541131,0,0,9.5,0.3,33238,D
2823,2823,2823,2823,27144,MILL STREET CONDOMINIUM,Multifamily LR (1-4),Multifamily,27800,27800,0,11093,1.0,0.0,0.0,K-12 School,K-12 School,11093,11093,,,0,0,,,0,0,573176,0,797272,45.9,1.7,11093,F
2824,2824,2824,2824,27145,MILLENNIUM TOWER COMMERCIAL PORTION ONLY,NonResidential,NonResidential,26255,26255,0,26255,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26255,26255,,,0,0,,,0,0,736499,0,0,4.5,0.2,26255,E
2826,2826,2826,2826,27154,MONIQUE LOFTS CONDOMINIUM,Multifamily LR (1-4),Multifamily,21158,21158,0,17635,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,17635,17635,,,0,0,,,0,0,436058,0,0,2.7,0.1,17635,F
2827,2827,2827,2827,27160,MONTREUX CONDOMINIUM,Multifamily MR (5-9),Multifamily,26355,26355,0,26355,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26355,26355,,,0,0,,,0,0,888404,0,1185101,68.4,2.6,26355,E
2829,2829,2829,2829,27166,CRESCENT APTS,Multifamily LR (1-4),Multifamily,33706,33706,0,31746,1.0,0.0,0.0,Supermarket/Grocery Store,Supermarket/Grocery Store,31746,31746,,,0,0,,,0,0,5376230,0,4316284,262.4,7.8,31746,D
2830,2830,2830,2830,27184,WAREHOUSE,NonResidential,NonResidential,27984,27984,0,27984,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,27984,27984,,,0,0,,,0,0,1027027,0,0,6.3,0.2,27984,E
2831,2831,2831,2831,27189,DENNY TERRACE,Multifamily HR (10+),Multifamily,37600,37600,0,37600,0.49,0.43,0.08,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,18400,18400,Other,Other,16200,16200,Office,Office,3000,3000,444870,0,402695,24.1,0.6,37600,D
2833,2833,2833,2833,27195,BILTMORE APARTMENTS,Multifamily MR (5-9),Multifamily,26153,22729,3424,22729,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22729,22729,Parking,,2739,0,,,0,0,0,0,0,0.0,0.0,25468,E
2835,2835,2835,2835,27198,ROYAL CREST CONDOMINIUM,Multifamily HR (10+),Multifamily,32980,30259,2721,32980,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32980,32980,,,0,0,,,0,0,788108,0,480588,30.4,1.0,32980,D
2838,2838,2838,2838,27203,ROYCROFT CONDOMINIUM,Multifamily LR (1-4),Multifamily,35333,35333,0,30933,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30933,30933,Parking,,4400,0,,,0,0,853086,0,0,5.3,0.1,35333,D
2841,2841,2841,2841,27212,LOCKHAVEN CONDOMINIUM,Multifamily LR (1-4),Multifamily,42128,42128,0,43920,1.0,0.0,0.0,K-12 School,K-12 School,43920,43920,,,0,0,,,0,0,994122,0,1031817,60.9,1.4,43920,D
2843,2843,2843,2843,27216,LOFTS THE CONDOMINIUM,Multifamily MR (5-9),Multifamily,28944,28944,0,24111,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24111,24111,Swimming Pool,Recreation,0,0,,,0,0,787934,0,41415,7.1,0.2,24111,E
2844,2844,2844,2844,27218,CAPITOL COURT,Multifamily LR (1-4),Multifamily,30189,30189,0,30189,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30189,30189,Parking,,8614,0,,,0,0,604953,0,187410,13.7,0.5,38803,D
2845,2845,2845,2845,27225,ADMIRAL APARTMENTS,Multifamily LR (1-4),Multifamily,44432,27074,17358,24836,0.88,0.0,0.12,Multifamily Housing,Multifamily Housing,21930,21930,Parking,,17755,0,Other,Other,2906,2906,797286,0,428931,27.7,1.0,42591,E
2846,2846,2846,2846,27232,MEZZO CONDOMINIUM,Multifamily LR (1-4),Multifamily,23671,23671,0,23671,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23671,23671,,,0,0,,,0,0,489853,0,303687,19.1,0.8,23671,E
2847,2847,2847,2847,27234,MIDORI,Multifamily LR (1-4),Multifamily,20380,20380,0,18681,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,18681,18681,Parking,,8100,0,,,0,0,662953,0,0,4.1,0.2,26781,F
2848,2848,2848,2848,27235,MIDTOWN,Multifamily LR (1-4),Multifamily,29808,29808,0,25586,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25586,25586,Parking,,4222,0,,,0,0,518885,0,457138,27.5,0.9,29808,E
2849,2849,2849,2849,27241,LUDLOW APTS,Multifamily LR (1-4),Multifamily,27878,27878,0,23084,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23084,23084,,,0,0,,,0,0,666374,0,0,4.1,0.1,23084,E
2850,2850,2850,2850,27243,1404 BOYLSTON (2019),Multifamily MR (5-9),Multifamily,23597,23597,0,39433,0.79,0.16,0.04,Multifamily Housing,Multifamily Housing,31328,31328,Retail Store,Retail Store,6381,6381,Fast Food Restaurant,Restaurant,1724,1724,907497,0,588835,36.9,1.6,39433,D
2852,2852,2852,2852,27252,GREENHOUSE APARTMENTS (2013),Multifamily MR (5-9),Multifamily,24682,24682,0,23907,0.75,0.25,0.0,Multifamily Housing,Multifamily Housing,17822,17822,Retail Store,Retail Store,6085,6085,,,0,0,914822,0,1706372,96.3,3.9,23907,E
2854,2854,2854,2854,27260,MOSLER LOFTS,Multifamily HR (10+),Multifamily,50095,34916,15179,28942,0.9,0.0,0.1,Multifamily Housing,Multifamily Housing,26170,26170,Parking,,15179,0,Other,Other,2772,2772,892523,0,0,5.5,0.2,44121,E
2856,2856,2856,2856,27265,CITY WALK APARTMENTS,Multifamily LR (1-4),Multifamily,26245,26245,0,26245,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26245,26245,,,0,0,,,0,0,757360,0,0,4.7,0.2,26245,E
2859,2859,2859,2859,27277,EVANSTON PLACE  APTS,Multifamily LR (1-4),Multifamily,40317,40317,0,28856,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,28856,28856,,,0,0,,,0,0,0,0,0,0.0,0.0,28856,E
2860,2860,2860,2860,27294,APARTMENT & RETAIL,Multifamily LR (1-4),Multifamily,31500,24809,6691,24809,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24809,24809,Parking,,6691,0,,,0,0,472561,0,0,2.9,0.1,31500,E
2861,2861,2861,2861,27295,22 UNIT APARTMENT,Multifamily LR (1-4),Multifamily,21520,21520,0,21520,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21520,21520,,,0,0,,,0,0,428528,0,0,2.6,0.1,21520,E
2862,2862,2862,2862,27296,EXECUTIVE ESTATES - BLDG E,Multifamily LR (1-4),Multifamily,21580,21580,0,21580,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21580,21580,,,0,0,,,0,0,504614,0,0,3.1,0.1,21580,E
2864,2864,2864,2864,27298,EXECUTIVE ESTATES (BLDGS J & K),Multifamily LR (1-4),Multifamily,28899,28899,0,28899,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,28899,28899,,,0,0,,,0,0,911107,0,0,5.6,0.2,28899,E
2866,2866,2866,2866,27300,"EXECUTIVE ESTATES (BLDGS A, B, C, D)",Multifamily LR (1-4),Multifamily,48863,48863,0,49334,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,49334,49334,,,0,0,,,0,0,1186418,0,0,7.3,0.1,49334,D
2870,2870,2870,2870,27304,PARC-BELLTOWN,Multifamily HR (10+),Multifamily,47237,47237,0,47661,1.0,0.0,0.0,Other,Other,47661,47661,,,0,0,,,0,0,6431460,0,0,39.6,0.8,47661,D
2873,2873,2873,2873,27342,RAVEN-WOOD CONDOMINIUM,Multifamily LR (1-4),Multifamily,30240,30240,0,30240,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30240,30240,,,0,0,,,0,0,851400,0,0,5.2,0.2,30240,D
2874,2874,2874,2874,27343,RAVENNA WOODS CONDOMINIUM,Multifamily LR (1-4),Multifamily,21798,21798,0,18171,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,18171,18171,,,0,0,,,0,0,553123,0,0,3.4,0.2,18171,F
2875,2875,2875,2875,27348,REGATTA CONDOMINIUM,Multifamily MR (5-9),Multifamily,42448,42448,0,42443,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,42443,42443,,,0,0,,,0,0,1276858,0,0,7.9,0.2,42443,D
2877,2877,2877,2877,27352,PARK LANE PLACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,21900,21900,0,21900,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21900,21900,,,0,0,,,0,0,296388,0,375836,21.8,1.0,21900,E
2878,2878,2878,2878,27359,PARK SHORE VILLA CONDOMINIUM,Multifamily LR (1-4),Multifamily,32430,32430,0,32430,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32430,32430,,,0,0,,,0,0,901016,0,431637,28.5,0.9,32430,D
2880,2880,2880,2880,27361,PARK TERRACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,50299,50299,0,41916,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,41916,41916,Parking,,25098,0,,,0,0,1694949,0,0,10.4,0.2,67014,D
2881,2881,2881,2881,27363,PARKE GRANDVIEW CONDOMINIUM,Multifamily LR (1-4),Multifamily,34882,28735,6147,28735,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,28735,28735,Parking,,6147,0,,,0,0,403386,0,1972487,107.2,3.7,34882,E
2882,2882,2882,2882,27365,ADAMS ELEMENTARY (SPS-DISTRICT),SPS-District K-12,Campus,26808,26808,0,26808,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26808,26808,,,0,0,,,0,0,1072989,0,0,6.6,0.2,26808,E
2885,2885,2885,2885,27381,CROSS AND CROWN CHURCH,NonResidential,NonResidential,76585,38000,38585,41447,1.0,0.0,0.0,Supermarket/Grocery Store,Supermarket/Grocery Store,41447,41447,Parking,,0,0,,,0,0,8237820,0,5742320,355.8,9.4,41447,D
2886,2886,2886,2886,27386,RENAISSANCE AT 1ST & LEE,Multifamily MR (5-9),Multifamily,26373,26373,0,26373,1.0,0.0,0.0,Worship Facility,Worship Facility,26373,26373,,,0,0,,,0,0,400958,0,284002,17.6,0.7,26373,E
2887,2887,2887,2887,27387,RENAISSANCE THE CONDOMINIUM,Multifamily LR (1-4),Multifamily,40128,40128,0,40128,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40128,40128,,,0,0,,,0,0,537882,0,1110197,62.3,1.6,40128,D
2888,2888,2888,2888,27388,RENAISSANCE ON QUEEN ANNE CONDOMINIUM,Multifamily LR (1-4),Multifamily,24581,24581,0,24948,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24948,24948,Parking,,5035,0,,,0,0,595469,0,0,3.7,0.1,29983,E
2889,2889,2889,2889,27389,LESCHI LAKE CENTER,Campus,Campus,34066,34066,0,34066,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,34066,34066,,,0,0,,,0,0,879155,0,0,5.4,0.2,34066,D
2891,2891,2891,2891,27405,THE HARRISON,Multifamily LR (1-4),Multifamily,33430,33430,0,33433,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,33433,33433,,,0,0,,,0,0,263865,0,2036530,109.8,3.3,33433,D
2892,2892,2892,2892,27406,GREENLIND BUILDING,NonResidential,NonResidential,28878,22526,6352,22526,0.81,0.0,0.19,Multifamily Housing,Multifamily Housing,18297,18297,Parking,,6352,0,Retail Store,Retail Store,4229,4229,547584,0,262415,17.3,0.8,28878,E
2893,2893,2893,2893,27416,UNIVERSITY HOUSE,Multifamily HR (10+),Multifamily,21656,21656,0,16307,0.35,0.34,0.31,Other - Entertainment/Public Assembly,Entertainment/Public Assembly,5656,5656,Other - Public Services,Services,5561,5561,Restaurant,Restaurant,5090,5090,681572,0,908006,52.4,2.4,16307,F
2896,2896,2896,2896,27431,RESIDENCE AT 5TH AVENUE NORTH CONDOMINIUM,Multifamily LR (1-4),Multifamily,57700,42131,15569,42630,0.94,0.0,0.06,Multifamily Housing,Multifamily Housing,39935,39935,Parking,,15540,0,Office,Office,2695,2695,980885,0,840692,50.7,1.2,58170,D
2898,2898,2898,2898,27436,PHINNEY TERRACE,Multifamily LR (1-4),Multifamily,23236,23236,0,23236,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23236,23236,,,0,0,,,0,0,640438,0,0,3.9,0.2,23236,E
2899,2899,2899,2899,27438,RIVA AT LAKE UNION,Multifamily MR (5-9),Multifamily,43788,43788,0,43788,0.99,0.01,0.0,Multifamily Housing,Multifamily Housing,43425,43425,Retail Store,Retail Store,363,363,,,0,0,1284432,0,0,7.9,0.2,43788,D
2900,2900,2900,2900,27456,CENTURYLINK: ATWATER CO,NonResidential,NonResidential,39329,39329,0,39329,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,39329,39329,,,0,0,,,0,0,907897,0,0,5.6,0.1,39329,D
2901,2901,2901,2901,27459,THE GILBERT APARTMENTS,Multifamily LR (1-4),Multifamily,36771,36771,0,34856,1.0,0.0,0.0,Other,Other,34856,34856,,,0,0,,,0,0,5240119,0,0,32.3,0.9,34856,D
2903,2903,2903,2903,27482,CHEMITHON,NonResidential,NonResidential,34854,23760,11094,25666,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25666,25666,,,0,0,,,0,0,650048,0,0,4.0,0.2,25666,E
2904,2904,2904,2904,27488,WESTCO WIRE ROPE,NonResidential,NonResidential,24024,24024,0,24024,0.6,0.4,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,14314,14314,Other - Services,Services,9710,9710,,,0,0,254110,0,0,1.6,0.1,24024,E
2905,2905,2905,2905,27494,PWA INC,NonResidential,NonResidential,42420,42420,0,42420,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,42420,42420,,,0,0,,,0,0,425106,0,934899,52.3,1.2,42420,D
2906,2906,2906,2906,27504,WHECO,NonResidential,NonResidential,36982,36982,0,36982,0.93,0.07,0.0,Distribution Center,Non-Refrigerated Warehouse,34382,34382,Office,Office,2600,2600,,,0,0,225814,0,118150,7.7,0.2,36982,D
2907,2907,2907,2907,27510,LE PARC CONDOMINIUM,Multifamily LR (1-4),Multifamily,23400,23400,0,23376,0.86,0.14,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20002,20002,Office,Office,3374,3374,Parking,,0,0,331515,0,0,2.0,0.1,23376,E
2908,2908,2908,2908,27515,LESCHI SHORES CONDOMINIUM,Multifamily LR (1-4),Multifamily,21232,21232,0,22209,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22209,22209,,,0,0,,,0,0,379238,0,109737,8.2,0.4,22209,E
2909,2909,2909,2909,27526,VALI-HAI APARTMENTS,Multifamily LR (1-4),Multifamily,22810,22810,0,22844,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22844,22844,Swimming Pool,Recreation,0,0,,,0,0,683408,0,138967,11.6,0.5,22844,E
2910,2910,2910,2910,27528,100 ROY ST APTS,Multifamily LR (1-4),Multifamily,43346,43346,0,43346,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,43346,43346,Parking,,12600,0,Swimming Pool,Recreation,0,0,1937229,0,2869609,164.3,3.8,55946,D
2911,2911,2911,2911,27532,COLOR CRAFT,NonResidential,NonResidential,53280,53280,0,38308,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,38308,38308,,,0,0,,,0,0,586384,0,2247018,123.0,2.3,38308,D
2912,2912,2912,2912,27540,BEL-AIR APTS,Multifamily LR (1-4),Multifamily,30720,30720,0,29120,0.97,0.0,0.03,Other,Other,28120,28120,Parking,,1600,0,Office,Office,1000,1000,679297,0,1269644,71.6,2.3,30720,E
2913,2913,2913,2913,27553,DAE II,NonResidential,NonResidential,21056,21056,0,21056,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21056,21056,,,0,0,,,0,0,469599,0,0,2.9,0.1,21056,E
2914,2914,2914,2914,27554,L&W FOOD CORPORATION,NonResidential,NonResidential,23232,23232,0,23232,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23232,23232,,,0,0,,,0,0,0,0,0,0.0,0.0,23232,E
2915,2915,2915,2915,27561,OVERSEAS CASING CO,NonResidential,NonResidential,35046,35046,0,32546,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32546,32546,,,0,0,,,0,0,1002712,0,499471,32.7,0.9,32546,D
2916,2916,2916,2916,27562,AUTO-CHLOR SYSTEM,NonResidential,NonResidential,25577,25577,0,25577,0.52,0.32,0.16,Refrigerated Warehouse,Refrigerated Warehouse,13349,13349,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,8228,8228,Office,Office,4000,4000,726455,0,98764,9.7,0.4,25577,E
2917,2917,2917,2917,27567,410 ASSOCIATES OFFICE BLDG,NonResidential,NonResidential,43380,43380,0,42844,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,42844,42844,,,0,0,,,0,0,396474,0,0,2.4,0.1,42844,D
2918,2918,2918,2918,27569,LUMEN CONDO,Multifamily LR (1-4),Multifamily,20410,20410,0,20410,1.0,0.0,0.0,Office,Office,20410,20410,,,0,0,,,0,0,1240084,0,1147828,68.6,3.4,20410,E
2920,2920,2920,2920,27573,AQUA TERRACE APARTMENT,Multifamily LR (1-4),Multifamily,41149,41149,0,41149,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,41149,41149,Parking,,25100,0,,,0,0,999810,0,635335,39.9,1.0,66249,D
2921,2921,2921,2921,27574,THE ORION APARTMENTS,Multifamily LR (1-4),Multifamily,22937,22937,0,22937,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22937,22937,,,0,0,,,0,0,513292,0,0,3.2,0.1,22937,E
2922,2922,2922,2922,27582,MERIDIAN,Multifamily HR (10+),Multifamily,21168,21168,0,20000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20000,20000,,,0,0,,,0,0,481715,0,0,3.0,0.1,20000,F
2925,2925,2925,2925,27587,MERIDIAN CENTER BUILDING,NonResidential,NonResidential,48433,35854,12579,35854,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,35854,35854,Parking,,12579,0,,,0,0,947304,0,0,5.8,0.2,48433,D
2926,2926,2926,2926,27590,MERIDIAN 106 CONDOS CONDOMINIUM,Multifamily LR (1-4),Multifamily,24696,18396,6300,18396,1.0,0.0,0.0,Office,Office,18396,18396,Parking,,6300,0,,,0,0,634583,0,0,3.9,0.2,24696,F
2927,2927,2927,2927,27591,MERITAGE CONDOMINIUM,Multifamily MR (5-9),Multifamily,20806,20806,0,20806,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20806,20806,,,0,0,,,0,0,554566,0,0,3.4,0.2,20806,E
2928,2928,2928,2928,27593,MERRILL COURT CONDOMINIUM,Multifamily LR (1-4),Multifamily,43142,43142,0,43142,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,43142,43142,,,0,0,,,0,0,1267486,0,67047,11.4,0.3,43142,D
2929,2929,2929,2929,27594,MERRILL PLACE RESIDENTIAL CONDOMINIUM,Multifamily LR (1-4),Multifamily,47544,47544,0,40125,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40125,40125,Parking,,17050,0,,,0,0,528892,0,1302828,72.5,1.5,57175,D
2930,2930,2930,2930,27596,METROPOLE CONDOMINIUM,Multifamily MR (5-9),Multifamily,20583,20583,0,20583,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20583,20583,,,0,0,,,0,0,439800,0,0,2.7,0.1,20583,E
2931,2931,2931,2931,27597,NORTHGATE ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,Campus,37877,37877,0,28821,0.91,0.09,0.0,Multifamily Housing,Multifamily Housing,26177,26177,Other - Services,Services,2644,2644,,,0,0,820764,0,276282,19.7,0.5,28821,E
2932,2932,2932,2932,27598,ST. ANDREW KIM,NonResidential,NonResidential,45174,45174,0,46966,1.0,0.0,0.0,K-12 School,K-12 School,46966,46966,,,0,0,,,0,0,809388,0,1331693,75.7,1.7,46966,D
2933,2933,2933,2933,27600,12329 ROOSEVELT WAY NE,Multifamily LR (1-4),Multifamily,24955,24955,0,24955,1.0,0.0,0.0,Worship Facility,Worship Facility,24955,24955,,,0,0,,,0,0,189204,0,339039,19.2,0.8,24955,E
2934,2934,2934,2934,27602,LUNA COURT CONDOMINIUM,Multifamily MR (5-9),Multifamily,62566,43406,19160,43406,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,43406,43406,Parking,,19160,0,,,0,0,1354189,0,0,8.3,0.2,62566,D
