OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,Owner,CouncilDistrictCode,Neighborhood,Units,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions (metric tons),ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus,Comments,DefaultData,LegislationPropertyType,CorrectCouncil
27071,3880400005,2020,Multifamily HR (10+),BAYVIEW MANOR,BAYVIEW MANOR HOMES,1,MAGNOLIA / QUEEN ANNE,222,1960,11 W ALOHA ST,SEATTLE,WA,98119,47.62684,-122.35736,,,Unclassified,51.9,48,,49.3,49.3,9756662,9756662,138.1,138.1,,0.3,,0,0,9756662,2859514,0,,189917,164378,25539,1,10,Senior Living Community,186486,Parking,43568,Office,11335,,No Issue,Compliant,,,Other,
27080,3881900570,2020,NonResidential,CHURCH,,3,SOUTHEAST,NOT_FOUND,1963,1801 24TH AVE S,SEATTLE,WA,98144,47.58671,-122.30201,,,Worship Facility,16.3,94,,17.1,18.2,418185,393444,25.4,26.5,,0.7,,296433,2964,97011,28432,0,,22952,22952,0,1,2,Worship Facility,22962,Parking,0,,,,No Issue,Compliant,,,Worship Facility,
27081,3902100225,2020,Multifamily MR (5-9),SOUNDVIEW,RSA SOUND VIEW LLC,1,SOUTHWEST,85,2001,4815 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.55856,-122.38723,,,Multifamily MR (5-9),10.2,,,25.5,25.8,1951383,1925873,71.3,72.2,,0.1,,0,0,1925873,564441,0,,108066,75630,32436,1,6,Multifamily Housing,71549,Retail Store,4081,,,,No Issue,Compliant,,,Multifamily Housing,
27082,3902100255,2020,Multifamily LR (1-4),CONTINENTAL APTS,FRASER RICHARD H,1,SOUTHWEST,18,1967,4835 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.55807,-122.38715,,,Multifamily LR (1-4),3.4,,,23.8,24.6,651828,631383,66.6,68.8,,0.1,,0,0,631383,185048,0,,26528,26528,0,1,4,Multifamily Housing,26528,,,,,,No Issue,Compliant,,,Multifamily Housing,
27089,6093100000,2020,Multifamily MR (5-9),NINE CHERRY SQUARE,,1,EAST,NOT_FOUND,1969,905 CHERRY ST,SEATTLE,WA,98104,47.6062,-122.32503,,,Multifamily MR (5-9),6.7,41,,45.4,46.1,1274069,1254049,127.1,129.1,,0.2,,0,0,1254049,367541,0,,27627,27627,0,1,7,Multifamily Housing,27627,,,,,,No Issue,Compliant,,,Multifamily Housing,
27090,6093190000,2020,Multifamily LR (1-4),911 CONDOMINIUM,,6,NORTHWEST,NOT_FOUND,1969,911 N 73RD ST,SEATTLE,WA,98103,47.68157,-122.3456,,,Multifamily LR (1-4),14.7,98,,26.6,26.8,559608,554092,53.8,54.5,,0.7,,245647,2456,308444,90400,0,,20851,20851,0,1,4,Multifamily Housing,20851,,,,,,No Issue,Compliant,,,Multifamily Housing,
27095,6094190000,2020,Multifamily LR (1-4),1926 FAIRVIEW CONDOMINIUM,,4,LAKE UNION,NOT_FOUND,1990,1926 FAIRVIEW AVE E,SEATTLE,WA,98102,47.63663,-122.32788,,,Multifamily LR (1-4),38.9,58,,41,42.2,1551980,1508041,84.1,85.7,,1.1,,645394,6454,862647,252827,0,,36792,36792,0,1,4,Multifamily Housing,36792,Parking,12960,,,,No Issue,Compliant,,,Multifamily Housing,
27096,6094200000,2020,Multifamily LR (1-4),9800 ROOSEVELT CONDOMINIUM,,5,NORTH,NOT_FOUND,1983,9800 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.70065,-122.31735,,,Multifamily LR (1-4),13.5,82,,31.1,31.9,750255,731039,72,73.8,,0.6,,201661,2017,529378,155152,0,,23512,23512,0,1,3,Multifamily Housing,23512,,,,,,No Issue,Compliant,,,Multifamily Housing,
27097,6094250000,2020,Multifamily LR (1-4),19TH AVE LOFTS,,3,SHARED: CENTRAL &amp; EAST,NOT_FOUND,2004,1812 19TH AVE,SEATTLE,WA,98122,47.61798,-122.30724,,,Multifamily LR (1-4),52.8,45,,38.7,39.8,1971268,1917562,76.9,78.3,,1.1,,891925,8919,1025637,300597,0,,49518,49518,0,1,3,Multifamily Housing,49528,,,,,,No Issue,Compliant,,,Multifamily Housing,
27100,6094680000,2020,Multifamily HR (10+),FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES,,1,DOWNTOWN,NOT_FOUND,2008,99 UNION ST,SEATTLE,WA,98101,47.60742,-122.33919,,,Multifamily HR (10+),1864.6,,,109.1,110.3,44031084,43552720,202.5,203.9,,4.6,,9782131,97821,18769289,5500964,15001297,,455883,401964,53919,1,20,Hotel,226686,Multifamily Housing,169649,Parking,53919,,No Issue,Compliant,,,Multifamily Housing,
27102,6096000215,2020,Multifamily MR (5-9),FIFTH AVE APTS,TOP OF THE 5TH LLC,1,MAGNOLIA / QUEEN ANNE,29,1963,1401 5TH AVE N,SEATTLE,WA,98109,47.63165,-122.34793,,,Multifamily MR (5-9),4,77,,34.5,35.2,771791,756668,96.7,98.6,,0.1,,0,0,756668,221767,0,,28277,28277,0,1,7,Multifamily Housing,21910,Parking,3300,,,,No Issue,Compliant,,,Multifamily Housing,
27103,6096000220,2020,Multifamily LR (1-4),TOWNE VUE MANOR,TOWNVUE HEIGHTS LLC,7,MAGNOLIA / QUEEN ANNE,26,1958,1425 5TH AVE N,SEATTLE,WA,98109,47.63201,-122.34784,,,Multifamily LR (1-4),15.7,89,,31.1,31.7,685648,671294,66.4,68,,0.7,,254511,2545,416783,122152,0,,21602,21602,0,1,4,Multifamily Housing,21602,,,,,,No Issue,Compliant,,,Multifamily Housing,
27105,6096500085,2020,Multifamily LR (1-4),CROSSPOINTE VISTA,CROSSPOINTE INVESTMENTS LLC,7,MAGNOLIA / QUEEN ANNE,55,1988,620 COMSTOCK ST,SEATTLE,WA,98109,47.63089,-122.3439,,,Multifamily LR (1-4),6.9,88,,19.7,20.1,1318120,1294067,55.2,56.2,,0.1,,0,0,1294067,379269,0,,65689,47081,18608,1,3,Multifamily Housing,65689,,,,,,No Issue,Compliant,,,Multifamily Housing,
27107,6105800000,2020,Multifamily MR (5-9),NOMA,,6,BALLARD,NOT_FOUND,2007,5600 24TH AVE NW,SEATTLE,WA,98107,47.6696,-122.38735,,,Multifamily MR (5-9),33.3,95,,27.5,28.1,3070102,3006765,71.3,72.5,,0.3,,362205,3622,2644560,775076,0,,109222,109222,0,1,6,Multifamily Housing,109222,Parking,44616,,,,No Issue,Compliant,,,Multifamily Housing,
27114,6126600815,2020,Multifamily LR (1-4),THUNDERBIRD APTS,4821 FAUNTLEROY LLC,1,SOUTHWEST,28,1957,4821 FAUNTLEROY WAY SW,SEATTLE,WA,98116,47.55857,-122.38186,,,Multifamily LR (1-4),3.2,76,,28.3,29.2,630404,610308,79.1,81.7,,0.2,,0,0,610309,178871,0,,21596,21596,0,2,2,Multifamily Housing,21596,,,,,,No Issue,Compliant,,,Multifamily Housing,
27117,5367201635,2020,NonResidential,N W WAREHOUSE,FISHER FAMILY HOLDINGS LLC,2,GREATER DUWAMISH,NOT_FOUND,1976,6540 5TH PL S,SEATTLE,WA,98108,47.54443,-122.32688,,,Non-Refrigerated Warehouse,1.2,,,,,,,,,,0.1,,0,0,217546,63759,0,,21040,21040,0,1,1,Non-Refrigerated Warehouse,21040,,,,,,Missing 2020 EUI or Electricity Data,Not Compliant,,,Other,
27122,5367201865,2020,NonResidential,CEDAR HEIGHTS,CEDAR HEIGHTS PTNSHP LLP,2,GREATER DUWAMISH,NOT_FOUND,1951,6535 5TH PL S,SEATTLE,WA,98108,47.54491,-122.32758,,,Non-Refrigerated Warehouse,48,59,,40.1,42,1261400,1202329,61.5,63.5,,1.7,,869942,8699,332387,97417,0,,28032,28032,0,1,2,Non-Refrigerated Warehouse,30000,,,,,,No Issue,Compliant,,,Other,
27131,5367204010,2020,NonResidential,PACIFIC RUBBER,,2,GREATER DUWAMISH,NOT_FOUND,1974,6720 E MARGINAL WAY S,SEATTLE,WA,98108,47.54333,-122.32792,,,Distribution Center,30.6,77,,27.3,29.3,750726,699668,38.1,40.3,,1.2,,562231,5622,137437,40280,0,,25620,25620,0,1,1,Distribution Center,25620,,,,,,No Issue,Compliant,,,Other,
27141,5391600310,2020,NonResidential,TSUE CHONG FOODS,KEN LOUIE PROPERTIES L L C,2,DOWNTOWN,NOT_FOUND,1992,800 S WELLER ST,SEATTLE,WA,98104,47.59775,-122.32219,,,Non-Refrigerated Warehouse,8.2,18,,46.5,46.5,1544981,1544981,130.2,130.2,,0.2,,0,0,1544981,452808,0,,33238,33238,0,1,3,Non-Refrigerated Warehouse,33238,,,,,,No Issue,Compliant,,,Other,
27142,5392100010,2020,NonResidential,ST JAMES CATHEDRAL PLACE,,3,EAST,NOT_FOUND,1912,803 TERRY AVE,SEATTLE,WA,98104,47.60745,-122.32542,,,K-12 School,39,63,,41.7,43.1,1199280,1160329,73.7,75.1,,1.4,,686256,6863,474073,138943,0,,27800,27800,0,1,4,K-12 School,27800,,,,,,Account Requires Verification,Not Compliant,,,K-12 School,
27144,5530300000,2020,Multifamily LR (1-4),MILL STREET CONDOMINIUM,,1,CENTRAL,NOT_FOUND,2002,1918 E YESLER WAY,SEATTLE,WA,98122,47.60187,-122.30665,,,Multifamily LR (1-4),4.1,67,,34.2,34.4,773151,767893,95.8,96.5,,0.2,,0,0,767893,225057,0,,26255,26255,0,1,4,Multifamily Housing,22445,Parking,5600,,,,No Issue,Compliant,,,Multifamily Housing,
27145,5530500010,2020,NonResidential,MILLENNIUM TOWER COMMERCIAL PORTION ONLY,TRPF MILLENNIUM TOWER LLC,1,DOWNTOWN,NOT_FOUND,2000,719 2ND AVE,SEATTLE,WA,98104,47.60331,-122.33389,,,Office,143.3,75,,48.6,49.3,14198902,13995630,127.4,128.8,,0.6,,1440357,14404,12555273,3679740,0,,306027,227978,78049,1,6,Office,222807,Parking,98484,Other - Lodging/Residential,59761,,No Issue,Compliant,,,Office,
27146,5532000000,2020,Multifamily LR (1-4),MILLER PLACE CONDOMINIUM,,3,SHARED: CENTRAL &amp; EAST,NOT_FOUND,1999,215 20TH AVE E,SEATTLE,WA,98112,47.62014,-122.3064,,,Multifamily LR (1-4),2.3,,,24.9,25,441464,439023,69.7,70.1,,0.1,,0,0,439023,128670,0,,21158,21158,0,1,3,Multifamily Housing,17635,,,,,,No Issue,Compliant,,,Multifamily Housing,
27154,5569660000,2020,Multifamily LR (1-4),MONIQUE LOFTS CONDOMINIUM,,3,EAST,NOT_FOUND,1913,1024 E PIKE ST,SEATTLE,WA,98122,47.61435,-122.31842,,,Multifamily LR (1-4),65.6,2,,73,76,2003639,1922883,127.4,130.6,,2.5,,1157886,11579,764997,224208,0,,26355,26355,0,1,4,Multifamily Housing,26355,,,,,,No Issue,Compliant,,,Multifamily Housing,
27160,5607950000,2020,Multifamily MR (5-9),MONTREUX CONDOMINIUM,,7,DOWNTOWN,NOT_FOUND,1998,425 VINE ST,SEATTLE,WA,98121,47.61758,-122.34632,,,Multifamily MR (5-9),33.5,,,40.5,41.2,2643228,2597832,102.2,103.3,,0.5,,412458,4125,2185374,640496,0,,74162,74162,0,1,7,Multifamily Housing,62285,Parking,4000,Restaurant,597,,No Issue,Compliant,,,Multifamily Housing,
27162,5637500005,2020,NonResidential,WEST SEATTLE THRIFTWAY,JORVE INVESTMENTS LLC,1,SOUTHWEST,NOT_FOUND,1998,4201 SW MORGAN ST,SEATTLE,WA,98136,47.54427,-122.38609,,,Supermarket/Grocery Store,,,,,,,,,,,,,,0,,0,0,,33706,33706,0,1,1,Supermarket/Grocery Store,31746,,,,,,No Issue,Compliant,,,Supermarket/Grocery Store,
27166,5649600035,2020,Multifamily LR (1-4),CRESCENT APTS,SB-FELIX NORTH LLC,2,SOUTHEAST,37,1963,5201 42ND AVE S,SEATTLE,WA,98118,47.55512,-122.28161,,,Multifamily LR (1-4),5.7,34,,38.2,39.5,1105674,1069430,107,110.6,,0.2,,0,0,1069430,313432,0,,27984,27984,0,1,3,Multifamily Housing,27984,,,,,,No Issue,Compliant,,,Multifamily Housing,
27184,7443001620,2020,NonResidential,WAREHOUSE,ARGONAUT PROPERTIES INC,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1961,1050 W EWING ST,SEATTLE,WA,98119,47.65532,-122.37133,,,Mixed Use Property,24.5,,,23.4,24.6,925979,879927,46.2,48,,0.7,,415053,4151,464874,136247,0,,37600,37600,0,1,2,Non-Refrigerated Warehouse,18400,Other,16200,Office,3000,,No Issue,Compliant,,,Mixed Use Property,
27189,7449000010,2020,Multifamily HR (10+),DENNY TERRACE,,3,EAST,222,1969,100 MELROSE AVE E,SEATTLE,WA,98102,47.61882,-122.32759,,,Multifamily HR (10+),33.4,49,,45.1,46.2,6426102,6274864,126.3,129.3,,0.2,,0,0,6274866,1839058,0,,139127,139127,0,1,10,Multifamily Housing,139127,,,,,,No Issue,Compliant,,,Multifamily Housing,
27192,7449000105,2020,Multifamily LR (1-4),THE ILIAD,ILIAD PROPERTY CO LLC,1,EAST,25,1965,112 BELLEVUE AVE E,SEATTLE,WA,98102,47.61902,-122.32639,,,Multifamily LR (1-4),3.1,88,,25.6,26.1,593298,581066,71.6,73.1,,0.1,,0,0,581066,170301,0,,26153,22729,3424,1,4,Multifamily Housing,22729,Parking,3424,,,,No Issue,Compliant,,,Multifamily Housing,
27195,7449500005,2020,Multifamily MR (5-9),BILTMORE APARTMENTS,BILTMORE ASSOCIATES L L C,3,EAST,126,1924,418 E LORETTA PL,SEATTLE,WA,98102,47.61944,-122.32589,,,Multifamily MR (5-9),408,45,,91.4,96.4,9213024,8736472,117.4,122.6,,4.3,,7565581,75656,1170891,343168,0,,95611,95611,0,1,7,Multifamily Housing,95611,,,,,,No Issue,Compliant,,,Multifamily Housing,
27196,7449500025,2020,Multifamily MR (5-9),FANEUIL HALL,FANEUIL HALL APTS L L C,3,EAST,50,1928,1562 E OLIVE WAY,SEATTLE,WA,98102,47.61898,-122.32585,,,Multifamily MR (5-9),28.1,,,38.7,40.1,1323360,1277490,84.8,88.4,,0.9,,445902,4459,831588,243724,0,,32980,30259,2721,1,5,Multifamily Housing,32980,,,,,,No Issue,Compliant,,,Multifamily Housing,
27198,7457200000,2020,Multifamily HR (10+),ROYAL CREST CONDOMINIUM,,7,DOWNTOWN,NOT_FOUND,1973,2100 3RD AVE,SEATTLE,WA,98121,47.61353,-122.34232,,,Multifamily HR (10+),81,94,,29.2,30,5587653,5453984,71.7,73.5,,0.4,,1087631,10876,4366353,1279705,0,,187080,187080,0,1,26,Multifamily Housing,181135,Retail Store,5410,,,,No Issue,Compliant,,,Multifamily Housing,
27199,7458000000,2020,Multifamily HR (10+),ROYAL MANOR CONDOMINIUM,NOT FOUND,1,EAST,,1970,1120 8TH AVE,SEATTLE,WA,98101,47.60929,-122.32946,,,Multifamily HR (10+),80.5,24,,50.5,51.9,4875610,4746586,119.8,123.7,,0.9,,1157085,11571,3589499,1052022,0,,94000,94000,0,1,21,Multifamily Housing,91310,Supermarket/Grocery Store,2690,,,,No Issue,Compliant,,,Multifamily Housing,
27201,7458500000,2020,Multifamily LR (1-4),ROYAL OAK CONDOMINIUM,,5,NORTH,NOT_FOUND,1974,12300 28TH AVE NE,SEATTLE,WA,98125,47.7177,-122.29767,,,Multifamily LR (1-4),4.3,85,,26.4,27.2,840039,816092,73.9,76,,0.1,,0,0,816091,239183,0,,35333,35333,0,1,3,Multifamily Housing,30933,Parking,4400,,,,No Issue,Compliant,,,Multifamily Housing,
27203,7459880000,2020,Multifamily LR (1-4),ROYCROFT CONDOMINIUM,,6,NORTHWEST,NOT_FOUND,2004,6015 PHINNEY AVE N,SEATTLE,WA,98103,47.67299,-122.35487,,,Multifamily LR (1-4),20.6,65,,37,37.7,1377520,1349385,90.1,91.5,,0.5,,279858,2799,1069527,313460,0,,39331,39331,0,1,4,Multifamily Housing,33592,Parking,14400,"Personal Services (Health/Beauty, Dry Cleaning, etc)",2908,,No Issue,Compliant,,,Multifamily Housing,
27204,7459970000,2020,Multifamily LR (1-4),RUBY,MIRONOV ILYA B,4,LAKE UNION,NOT_FOUND,2008,2960 EASTLAKE AVE E,SEATTLE,WA,98102,47.64839,-122.32314,,,Multifamily LR (1-4),7,89,,22.8,23,1320061,1311456,63.9,64.3,,0.1,,0,0,1311456,384366,0,,57486,57486,0,1,4,Multifamily Housing,48438,Retail Store,9048,,,,No Issue,Compliant,,,Multifamily Housing,
27205,7474900060,2020,SPS-District K-12,VIEWLANDS ELEMENTARY (SPS-DISTRICT),,5,NORTHWEST,NOT_FOUND,1954,10505 3RD AVE NW,SEATTLE,WA,98177,47.70597,-122.36113,,,K-12 School,63.7,67,,44.9,45.9,2015377,1973332,81.4,82.9,,1.5,,1113257,11133,860075,252074,0,,42128,42128,0,1,1,K-12 School,43920,,,,,,No Issue,Compliant,,,K-12 School,
27212,4387800000,2020,Multifamily LR (1-4),LOCKHAVEN CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1982,3100 W COMMODORE WAY,SEATTLE,WA,98199,47.66401,-122.39701,,,Multifamily LR (1-4),80.8,88,,37.5,39,3037996,2926340,74.5,77,,1,,1364852,13649,1561488,457646,0,,77966,77966,0,1,4,Multifamily Housing,77966,Parking,25921,Swimming Pool,0,,No Issue,Compliant,,,Multifamily Housing,
27213,4395400000,2020,Multifamily LR (1-4),LOCKSHORE CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1965,3200 W COMMODORE WAY,SEATTLE,WA,98199,47.66443,-122.39802,,,Multifamily LR (1-4),7.1,60,,33.9,34.9,841370,818442,90.9,93.6,,0.2,,56490,565,761951,223315,0,,28944,28944,0,1,3,Multifamily Housing,24111,Swimming Pool,0,,,,No Issue,Compliant,,,Multifamily Housing,
27216,4397500000,2020,Multifamily MR (5-9),LOFTS THE CONDOMINIUM,,7,DOWNTOWN,NOT_FOUND,1904,208 3RD AVE S,SEATTLE,WA,98104,47.60045,-122.32989,,,Multifamily MR (5-9),14.6,,,25.5,25.9,781964,769710,58.6,59,,0.5,,219582,2196,549461,161038,0,,30189,30189,0,1,5,Multifamily Housing,30189,Parking,8614,,,,No Issue,Compliant,,,Multifamily Housing,
27218,4400200020,2020,Multifamily LR (1-4),CAPITOL COURT,WRP ASSOCIATES 19TH AVE LLC,3,SHARED: CENTRAL &amp; EAST,44,2004,514 19TH AVE E,SEATTLE,WA,98112,47.62375,-122.30693,,,Multifamily LR (1-4),27.8,,,44.5,45.5,1217465,1191661,95.3,97.5,,1,,449882,4499,741779,217403,0,,44432,27074,17358,1,4,Multifamily Housing,21930,Parking,17755,Other,2906,,No Issue,Compliant,,,Multifamily Housing,
27225,4432600005,2020,Multifamily LR (1-4),ADMIRAL APARTMENTS,ADMIRAL APARTMENTS L L C,1,SOUTHWEST,30,1926,2203 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.58383,-122.38681,,,Multifamily LR (1-4),15.9,83,,31.8,32.9,778628,751728,70.6,73.4,,0.7,,248286,2483,503442,147550,0,,23671,23671,0,1,3,Multifamily Housing,23671,,,,,,No Issue,Compliant,,,Multifamily Housing,
27231,4443801580,2020,SPS-District K-12,LOYAL HEIGHTS (SPS-DISTRICT),,1,BALLARD,NOT_FOUND,1932,2501 NW 80TH ST,SEATTLE,WA,98117,47.68644,-122.38905,,,K-12 School,10.2,52,,28.9,29.8,1385319,1343951,78.4,80.8,,0.1,,64730,647,1279221,374918,0,,109718,109718,0,1,2,K-12 School,46545,,,,,,No Issue,Compliant,,,K-12 School,
27232,5498000000,2020,Multifamily LR (1-4),MEZZO CONDOMINIUM,HYCROFT INTERNATIONAL LLC,3,EAST,NOT_FOUND,1989,711 E DENNY WAY,SEATTLE,WA,98122,47.6184,-122.32324,,,Multifamily LR (1-4),3.6,66,,35.8,36.5,681218,668944,100.3,102.1,,0.2,,0,0,668944,196056,0,,20380,20380,0,1,4,Multifamily Housing,18681,Parking,8100,,,,No Issue,Compliant,,,Multifamily Housing,
27234,5511900000,2020,Multifamily LR (1-4),MIDORI,,3,CENTRAL,NOT_FOUND,2002,1515 E YESLER WAY,SEATTLE,WA,98122,47.60136,-122.31248,,,Multifamily LR (1-4),26.4,89,,36.8,37.9,969946,941188,72.4,74.5,,0.9,,447176,4472,494012,144787,0,,29808,29808,0,1,4,Multifamily Housing,25586,Parking,4222,,,,No Issue,Compliant,,,Multifamily Housing,
27235,5512100000,2020,Multifamily LR (1-4),MIDTOWN,,3,EAST,NOT_FOUND,1969,732 11TH AVE E,SEATTLE,WA,98102,47.62625,-122.31769,,,Multifamily LR (1-4),3.4,83,,27.6,28.1,648708,637129,77.3,78.7,,0.1,,0,0,637129,186732,0,,27878,27878,0,1,4,Multifamily Housing,23084,,,,,,No Issue,Compliant,,,Multifamily Housing,
27241,7502500018,2020,Multifamily LR (1-4),LUDLOW APTS,PIKE STREET TPII LLC,1,EAST,40,1910,709 E PIKE ST,SEATTLE,WA,98122,47.61385,-122.32271,,,Multifamily LR (1-4),26.3,99,,28.9,29.2,1152809,1140899,62.2,63.1,,1.1,,423357,4234,717542,210300,0,,23597,23597,0,2,3,Multifamily Housing,31328,Retail Store,6381,Fast Food Restaurant,1724,,No Issue,Compliant,,,Multifamily Housing,
27243,7502500035,2020,Multifamily MR (5-9),1404 BOYLSTON (2019),BOYLSTON FLATS LLC,1,EAST,107,2018,1404 BOYLSTON AVE,SEATTLE,WA,98122,47.61334,-122.32311,,,Multifamily MR (5-9),37.6,100,,28,,,1429265,56.9,,,0.7,,628245,6282,801020,234766,0,,52253,52253,0,1,7,Multifamily Housing,51033,,,,,,No Issue,Compliant,,,Multifamily Housing,
27245,7502500061,2020,Multifamily LR (1-4),ST JOHNS APT & STORE,ST JOHN INVESTORS LLC,3,EAST,26,1910,725 E PIKE ST,SEATTLE,WA,98122,47.6139,-122.32241,,,Multifamily LR (1-4),72.8,,,88.2,88.2,2107780,2107780,152.5,152.5,,2.9,,1288461,12885,819319,240129,0,,24682,24682,0,1,3,Multifamily Housing,17822,Retail Store,6085,,,,No Issue,Compliant,,,Multifamily Housing,
27252,5649600172,2020,Multifamily MR (5-9),GREENHOUSE APARTMENTS (2013),MATTESON GREENHOUSE INVESTORS LLC,1,SOUTHEAST,124,2012,3701 S HUDSON ST,SEATTLE,WA,98118,47.55681,-122.28579,,,Multifamily MR (5-9),71.1,98,,34.2,34.6,3197216,3156801,74.2,75.1,,0.7,,1137274,11373,2019527,591889,0,,121773,96205,25568,1,5,Multifamily Housing,92278,Parking,22680,,,,No Issue,Compliant,,,Multifamily Housing,
27258,5652600299,2020,Multifamily LR (1-4),MORNINGSIDE APTS & RETAIL,HUP MORNINGSIDE LLC,1,NORTHEAST,26,1994,9425 35TH AVE NE,SEATTLE,WA,98115,47.69711,-122.29098,,,Multifamily LR (1-4),4.6,,,25,25.6,893277,873884,70.1,71.6,,0.1,,0,0,873883,256121,0,,50095,34916,15179,1,3,Multifamily Housing,26170,Parking,15179,Retail Store,4452,,No Issue,Compliant,,,Multifamily Housing,
27260,5677000000,2020,Multifamily HR (10+),MOSLER LOFTS,,7,DOWNTOWN,NOT_FOUND,2007,2720 3RD AVE,SEATTLE,WA,98121,47.61754,-122.34902,,,Multifamily HR (10+),107.8,70,,39.5,39.7,5719745,5691072,90.9,91.5,,0.6,,1621408,16214,4069663,1192750,0,,175353,175353,0,1,12,Multifamily Housing,138566,Parking,6876,Other,3212,,No Issue,Compliant,,,Multifamily Housing,
27264,5680000965,2020,Multifamily LR (1-4),MAPLE LEAF APTS,T+C SEATTLE,2,GREATER DUWAMISH,35,1980,3501 14TH AVE S,SEATTLE,WA,98144,47.57184,-122.31515,,,Multifamily LR (1-4),4.1,81,,29.1,29.8,783005,764865,81.6,83.5,,0.2,,0,0,764865,224169,0,,26245,26245,0,1,4,Multifamily Housing,26245,,,,,,No Issue,Compliant,,,Multifamily Housing,
27265,5687500010,2020,Multifamily LR (1-4),CITY WALK APARTMENTS,RISE PROPERTIES ( CITYWALK)  LP,5,NORTHWEST,102,1987,1130 N 115TH ST,SEATTLE,WA,98133,47.7129,-122.34351,,,Multifamily LR (1-4),0,,,,,,,,,,0,,0,0,0,0,0,,103345,103345,0,4,3,Multifamily Housing,92010,Parking,16848,Swimming Pool,0,,Missing 2020 EUI or Electricity Data,Not Compliant,,,Multifamily Housing,
27266,5687500016,2020,Multifamily MR (5-9),NORTHPARK VILLA,YEH ROBERT,5,NORTHWEST,70,2005,1100 N 115TH ST,SEATTLE,WA,98133,47.71257,-122.34418,,,Multifamily MR (5-9),9.9,98,,28.4,28.5,1862585,1855839,79.4,79.7,,0.2,,0,0,1855839,543915,0,,93191,65434,27757,1,6,Multifamily Housing,65434,Parking,27757,,,,No Issue,Compliant,,,Multifamily Housing,
27274,6701500000,2020,Multifamily LR (1-4),PEGASUS COURT CONDO,,1,SHARED: NORTH &amp; NORTHWEST,36,1999,12345 ROOSEVELT WAY NE,SEATTLE,WA,98125,47.71884,-122.31855,,,Multifamily LR (1-4),5,,,25.2,25.7,958552,941430,70.6,71.9,,0.1,,0,0,941430,275917,0,,37317,37317,0,1,4,Multifamily Housing,37317,,,,,,No Issue,Compliant,,,Multifamily Housing,
27277,5693500825,2020,Multifamily LR (1-4),EVANSTON PLACE  APTS,FOSMIRE DAVID+WATSON SHELLY,6,LAKE UNION,24,1991,4323 EVANSTON AVE N,SEATTLE,WA,98103,47.65976,-122.35134,,,Multifamily LR (1-4),2.7,95,,20.6,21,519990,512098,57.8,58.7,,0.1,,0,0,512098,150087,0,,31500,24809,6691,1,4,Multifamily Housing,24809,Parking,6691,,,,No Issue,Compliant,,,Multifamily Housing,
27294,6632300251,2020,Multifamily LR (1-4),APARTMENT & RETAIL,EDERLING L L C,5,NORTH,22,1976,1520 NE 143RD ST,SEATTLE,WA,98125,47.73233,-122.31197,,,Multifamily LR (1-4),2.2,94,,19.5,20.1,432049,419495,54.6,56.2,,0.1,,0,0,419495,122947,0,,21520,21520,0,1,3,Multifamily Housing,21520,,,,,,No Issue,Compliant,,,Multifamily Housing,
27295,6632300252,2020,Multifamily LR (1-4),22 UNIT APARTMENT,MIKE AND LISA KELLEY LLC,5,NORTH,23,1976,1526 NE 143RD ST,SEATTLE,WA,98125,47.73234,-122.3116,,,Multifamily LR (1-4),2.8,75,,24.8,25.5,550905,534446,69.3,71.5,,0.1,,0,0,534446,156637,0,,21580,21580,0,1,4,Multifamily Housing,21580,,,,,,No Issue,Compliant,,,Multifamily Housing,
